outer_fold,selected,scope,method,ridge,block_quantile,cv_mse,minimum_completion_cross_shrink
1,False,missing_aware_30,jbd,1.0,0.65,0.030250134853966756,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,0.75,0.030274263085172226,0.00018681798799327198
1,False,missing_aware_30,jbd,10.0,0.85,0.03039219924991086,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,1.0,0.030496167588895964,0.00018681798799327198
1,False,missing_aware_30,jbd,10.0,0.75,0.030611056869185922,0.00018681798799327198
1,False,missing_aware_30,jbd,10.0,0.65,0.03066540349239603,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,0.5,0.030725887973590785,0.00018681798799327198
1,False,missing_aware_30,jbd,0.1,0.5,0.030725887973590785,0.00018681798799327198
1,False,missing_aware_30,jbd,1.0,0.5,0.030725887973590785,0.00018681798799327198
1,False,missing_aware_30,jbd,10.0,0.5,0.030725887973590785,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,0.85,0.03606368756367323,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,0.95,0.045454339076170774,0.00018681798799327198
1,False,missing_aware_30,jbd,0.01,0.9,0.0493392299725762,0.00018681798799327198
2,True,missing_aware_30,pca_full,0.01,1.0,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,pca_full,0.1,1.0,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,pca_full,1.0,1.0,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,pca_full,10.0,1.0,0.04295472459262776,2.5358412952754088e-05
2,True,missing_aware_30,jbd,0.1,0.95,0.03171913359935287,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,0.85,0.031820003802805225,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,0.9,0.03283288133667816,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,1.0,0.035242392637243616,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,0.75,0.0353311683856782,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.95,0.03632835210852231,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.75,0.03672104605539543,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.9,0.03704190354059152,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.65,0.03723904024942589,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,0.65,0.037538926962298644,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.85,0.037718487990975165,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,1.0,0.037747972099607605,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.75,0.04070397692494817,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.65,0.04143950777114218,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.95,0.04196807948305607,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.9,0.042112120247473614,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,1.0,0.04214112187903822,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,1.0,0.042221208735550755,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.85,0.0422248291747632,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.75,0.04267234716192953,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.65,0.04276643467361936,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.5,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.1,0.5,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,jbd,1.0,0.5,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,jbd,10.0,0.5,0.04295472459262776,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.95,0.051146626724202615,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.85,0.05721643400425559,2.5358412952754088e-05
2,False,missing_aware_30,jbd,0.01,0.9,0.07151770455709461,2.5358412952754088e-05
3,True,missing_aware_30,pca_full,0.01,1.0,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,pca_full,0.1,1.0,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,pca_full,1.0,1.0,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,pca_full,10.0,1.0,0.04497966771950849,2.5263681834530004e-05
3,True,missing_aware_30,jbd,0.1,0.9,0.031757820756669095,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,0.95,0.031786363414684105,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,1.0,0.034248810609825715,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,0.85,0.03738897085360091,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.95,0.03793297748795072,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,1.0,0.03865406879137051,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.9,0.03881293975130714,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,1.0,0.040176094848558865,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.85,0.041205058221067944,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,0.75,0.04131796716575882,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,0.65,0.04376888047697894,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.75,0.04380236593854498,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.95,0.04396011497728835,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,1.0,0.044004098507125146,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.9,0.04410876995273165,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.85,0.04446870256979068,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.65,0.044559473901906656,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.75,0.044833366035818105,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.65,0.0449272082362543,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.5,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.1,0.5,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,jbd,1.0,0.5,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,jbd,10.0,0.5,0.04497966771950849,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.75,0.052364217305662215,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.65,0.052470377468970604,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.95,0.05884076795831604,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.9,0.06527422988637369,2.5263681834530004e-05
3,False,missing_aware_30,jbd,0.01,0.85,0.07881455779613147,2.5263681834530004e-05
4,True,missing_aware_30,pca_full,0.01,1.0,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,pca_full,0.1,1.0,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,pca_full,1.0,1.0,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,pca_full,10.0,1.0,0.04869415988071277,2.4828276573567176e-05
4,True,missing_aware_30,jbd,0.1,1.0,0.036289124246785424,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.95,0.0377830237293236,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.9,0.037966894384830766,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.95,0.04145454382753857,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,1.0,0.041489420413266975,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.85,0.04174961857997109,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,1.0,0.04211154422605234,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.9,0.04340875058234226,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.85,0.04611332037916931,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,1.0,0.047588992752477965,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.95,0.04761734211058179,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.9,0.04795236148636755,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.85,0.048353475675025036,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.75,0.04848635061508795,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.75,0.0485127515960289,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.75,0.04867062291770441,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.65,0.048672121964052475,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.65,0.04869078832711375,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.5,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.5,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,jbd,1.0,0.5,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,jbd,10.0,0.5,0.04869415988071277,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.1,0.65,0.048991352413817385,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.85,0.05209684356079918,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.65,0.05578374900669028,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.75,0.0560619503515198,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.9,0.05784906153364435,2.4828276573567176e-05
4,False,missing_aware_30,jbd,0.01,0.95,0.07334033644942503,2.4828276573567176e-05
