method,environment,held_out_feature,partner_feature,actual,prediction,squared_error
pca,ars_gsm8k_r1distill8b,epr,rpdi,0.2175434268414899,-0.22521468900663608,0.19603474914938254
pca,ars_gsm8k_r1distill8b,epr,sw_var_peak,-0.3024089865593253,-0.015548463776895824,0.08228895953100873
pca,ars_gsm8k_r1distill8b,epr,cusum_max,-0.7032496095574634,-0.5075351681074993,0.03830414259207142
pca,ars_gsm8k_r1distill8b,epr,epr_spilled,0.9728504426904614,0.7696137009447397,0.04130517319541718
pca,ars_gsm8k_r1distill8b,epr,sw_var_peak_spilled,-0.29927979844221436,-0.17558134634513928,0.01530130705121238
pca,ars_gsm8k_r1distill8b,epr,cusum_max_spilled,-0.7018291396350784,-0.4777604929665375,0.05020675841987144
pca,ars_gsm8k_r1distill8b,epr,epr_energy,0.7157781702040257,0.43496654843913524,0.07885516691822789
pca,ars_gsm8k_r1distill8b,epr,min_energy,-0.10194887896530133,-0.19013090563436388,0.007776069827463259
pca,ars_gsm8k_r1distill8b,epr,sw_var_peak_energy,-0.09032368086624169,-0.22764597201970316,0.018857411647636036
pca,ars_gsm8k_r1distill8b,epr,cusum_max_energy,-0.7224460048107623,-0.56763311449718,0.02396703100724525
pca,ars_gsm8k_r1distill8b,epr,mean_top1_logprob,0.9728504426904614,0.9979083289331673,0.0006278976629523888
pca,ars_gsm8k_r1distill8b,epr,logprob_margin,0.9063051618360823,0.7383126419144832,0.028221486749608882
pca,ars_gsm8k_r1distill8b,epr,mean_logprob_entropy,0.9996744876175955,1.0660987382785603,0.004412181075870682
pca,ars_gsm8k_r1distill8b,epr,varentropy,0.9100207791475041,0.7748398586619605,0.018273881263318872
pca,ars_gsm8k_r1distill8b,epr,renyi_entropy_2,0.9921047955408284,1.0388387399004788,0.002184061555410899
pca,ars_gsm8k_r1distill8b,epr,topk_tail_mass,0.43245511062433856,0.5618852778193623,0.01675216818013179
pca,ars_gsm8k_r1distill8b,rpdi,epr,0.2175434268414899,-0.22917453442834335,0.1995569369210762
pca,ars_gsm8k_r1distill8b,rpdi,sw_var_peak,0.026077221173316022,-0.015964803567654867,0.0017675318443204086
pca,ars_gsm8k_r1distill8b,rpdi,cusum_max,-0.3282042682014609,0.02445783170138221,0.12437055670788291
pca,ars_gsm8k_r1distill8b,rpdi,epr_spilled,0.21262037947250698,-0.18436195969487373,0.15759497761080526
pca,ars_gsm8k_r1distill8b,rpdi,sw_var_peak_spilled,-0.024703108406743467,0.022024362994217866,0.002183456583527659
pca,ars_gsm8k_r1distill8b,rpdi,cusum_max_spilled,-0.33321362466808707,0.038894905948283875,0.13846475855747467
pca,ars_gsm8k_r1distill8b,rpdi,epr_energy,0.21244379484239517,-0.11828535161952874,0.10938176831943272
pca,ars_gsm8k_r1distill8b,rpdi,min_energy,-0.01991999294413743,0.07494129359576386,0.008998663684005257
pca,ars_gsm8k_r1distill8b,rpdi,sw_var_peak_energy,0.07371283617514966,0.04165059908133813,0.0010279870474597843
pca,ars_gsm8k_r1distill8b,rpdi,cusum_max_energy,-0.2979817904593585,0.12580796765300217,0.17959775908093317
pca,ars_gsm8k_r1distill8b,rpdi,mean_top1_logprob,0.21262037947250698,-0.2249637549458558,0.19147987469466776
pca,ars_gsm8k_r1distill8b,rpdi,logprob_margin,0.20262981862403867,-0.18609919933632924,0.15111024940443205
pca,ars_gsm8k_r1distill8b,rpdi,mean_logprob_entropy,0.2206757235298422,-0.22853761542290477,0.20179262389307553
pca,ars_gsm8k_r1distill8b,rpdi,varentropy,0.2021375352224725,-0.12831547026330598,0.10919918883458395
pca,ars_gsm8k_r1distill8b,rpdi,renyi_entropy_2,0.22033456414851196,-0.22671737273701198,0.19985543427309846
pca,ars_gsm8k_r1distill8b,rpdi,topk_tail_mass,0.1650939777069649,-0.1532826399705816,0.10136367068379465
pca,ars_gsm8k_r1distill8b,sw_var_peak,epr,-0.3024089865593253,-0.008164013888882486,0.08658010394182963
