cell,rep,m,k,n_x,n_y,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,cca_lambda,cca_n_open,cca_n_open_x,cca_leverage_n_distinct,cca_init_n_distinct,path_heldout_lam0,path_nopen_lam0,path_heldout_lam1,path_nopen_lam1,path_heldout_lam2,path_nopen_lam2,path_heldout_lam3,path_nopen_lam3,path_heldout_lam4,path_nopen_lam4,path_heldout_lam5,path_nopen_lam5,auroc_cca_leverage_prune,cca_leverage_prune_cols,overlap_cca_leverage_prune,frac_inside_cca_leverage,frac_x_cca_leverage,cond_null_cca_leverage_prune,auroc_cca_gates_prune,cca_gates_prune_cols,overlap_cca_gates_prune,frac_inside_cca_gates,frac_x_cca_gates,cond_null_cca_gates_prune,auroc_rho_prune,rho_prune_cols,overlap_rho_prune,frac_inside_rho,frac_x_rho,cond_null_rho_prune,auroc_truecorr_prune,truecorr_prune_cols,overlap_truecorr_prune,frac_inside_truecorr,frac_x_truecorr,cond_null_truecorr_prune,auroc_cca_leverage_rr_prune,auroc_cca_gates_rr_prune,auroc_cca_init_r50_prune,auroc_cca_gates_lam0_prune,auroc_cca_gates_lam1_prune,auroc_cca_gates_lam2_prune,auroc_cca_gates_lam3_prune,auroc_cca_gates_lam4_prune,auroc_cca_gates_lam5_prune,n_distinct_null_compositions,frac_x_greedy,auroc_random_prune,n_random_prune_failed
internalstates_gsm8k_qwen25_7b,0,29,9,16,13,21,0.6846476190476191,0.7241904761904763,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6534095238095238,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_spilled|logprob_margin,0.3333333333333333,1.0,0.7777777777777778,0.32827777777777783,0.6534095238095238,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_spilled|logprob_margin,0.3333333333333333,1.0,0.7777777777777778,0.32827777777777783,0.6592000000000001,spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1111111111111111,1.0,0.3333333333333333,0.32827777777777783,0.6838857142857143,epr|trace_length|hl_ratio|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|logprob_margin|varentropy,0.5555555555555556,1.0,0.4444444444444444,0.32827777777777783,0.6828952380952381,0.6828952380952381,0.6534095238095238,0.6534095238095238,0.6534095238095238,0.6534095238095238,0.6534095238095238,0.6534095238095238,0.6534095238095238,1,0.5555555555555556,0.6762940952380952,0
internalstates_gsm8k_qwen25_7b,1,29,6,16,13,21,0.7001470588235295,0.7214705882352942,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6769117647058824,high_band_power|hl_ratio|sw_var_peak|hurst_exponent|min_energy|cusum_max_energy,0.16666666666666666,1.0,0.6666666666666666,0.19291666666666665,0.6769117647058824,high_band_power|hl_ratio|sw_var_peak|hurst_exponent|min_energy|cusum_max_energy,0.16666666666666666,1.0,0.6666666666666666,0.19291666666666665,0.6202205882352941,spectral_centroid|sw_var_peak|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.0,1.0,0.3333333333333333,0.19291666666666665,0.6743382352941176,epr|sw_var_peak|epr_spilled|epr_energy|logprob_margin|varentropy,0.3333333333333333,1.0,0.3333333333333333,0.19291666666666665,0.7000000000000001,0.7000000000000001,0.6769117647058824,0.6769117647058824,0.6769117647058824,0.6769117647058824,0.6769117647058824,0.6769117647058824,0.6769117647058824,1,0.5,0.6859088235294116,0
internalstates_gsm8k_qwen25_7b,2,29,8,16,13,21,0.7347954693023591,0.7790924175744895,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7125748502994012,trace_length|high_band_power|spectral_centroid|sw_var_peak|epr_spilled|sw_var_peak_spilled|min_energy|renyi_entropy_2,0.25,1.0,0.5,0.3330625,0.7125748502994012,trace_length|high_band_power|spectral_centroid|sw_var_peak|epr_spilled|sw_var_peak_spilled|min_energy|renyi_entropy_2,0.25,1.0,0.5,0.3330625,0.688117740422769,epr|sw_var_peak|epr_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.0,1.0,0.25,0.3330625,0.7766394921001372,trace_length|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin,0.75,1.0,0.375,0.3330625,0.7233965803333092,0.7233965803333092,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7125748502994012,1,0.5,0.7320337637977058,0
internalstates_gsm8k_qwen25_7b,3,29,9,16,13,21,0.7160626535626534,0.7757217444717445,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6970976658476657,hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2,0.3333333333333333,1.0,0.4444444444444444,0.2877777777777778,0.6970976658476657,hl_ratio|spectral_centroid|sw_var_peak|cusum_max|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2,0.3333333333333333,1.0,0.4444444444444444,0.2877777777777778,0.6571713759213759,epr|spectral_centroid|sw_var_peak|epr_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1111111111111111,1.0,0.3333333333333333,0.2877777777777778,0.7401719901719902,low_band_power|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,0.5555555555555556,1.0,0.3333333333333333,0.2877777777777778,0.683046683046683,0.683046683046683,0.6970976658476657,0.6970976658476657,0.6970976658476657,0.6970976658476657,0.6970976658476657,0.6970976658476657,0.6970976658476657,1,0.5555555555555556,0.6879821867321868,0
internalstates_gsm8k_qwen25_7b,4,29,7,16,13,21,0.7129928894634776,0.7562217194570136,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7168713639301875,trace_length|hl_ratio|sw_var_peak_spilled|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy,0.2857142857142857,1.0,0.2857142857142857,0.2844999999999999,0.7168713639301875,trace_length|hl_ratio|sw_var_peak_spilled|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy,0.2857142857142857,1.0,0.2857142857142857,0.2844999999999999,0.6209599224305107,epr|spectral_centroid|sw_var_peak|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.14285714285714285,1.0,0.42857142857142855,0.2844999999999999,0.7089528118939884,trace_length|cusum_max|epr_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy,0.7142857142857143,1.0,0.2857142857142857,0.2844999999999999,0.7380413703943116,0.7380413703943116,0.7168713639301875,0.7168713639301875,0.7168713639301875,0.7168713639301875,0.7168713639301875,0.7168713639301875,0.7168713639301875,1,0.42857142857142855,0.6963445378151261,0
lapeigvals_gsm8k_llama3b,0,30,17,16,14,22,0.6888233918128656,0.7048514619883041,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6747602339181287,trace_length|low_band_power|high_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|varentropy|renyi_entropy_2|topk_tail_mass,0.6470588235294118,1.0,0.47058823529411764,0.7285294117647059,0.6747602339181287,trace_length|low_band_power|high_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|varentropy|renyi_entropy_2|topk_tail_mass,0.6470588235294118,1.0,0.47058823529411764,0.7285294117647059,0.6954666666666667,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.35294117647058826,0.7285294117647059,0.7042245614035088,epr|trace_length|low_band_power|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8235294117647058,1.0,0.4117647058823529,0.7285294117647059,0.6808608187134502,0.6808608187134502,0.6747602339181287,0.6747602339181287,0.6747602339181287,0.6747602339181287,0.6747602339181287,0.6747602339181287,0.6747602339181287,1,0.47058823529411764,0.6895584561403508,0
lapeigvals_gsm8k_llama3b,1,30,13,16,14,22,0.6877170138888888,0.7039741847826086,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6968032910628019,epr|trace_length|high_band_power|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,1.0,0.5384615384615384,0.5901923076923077,0.6968032910628019,epr|trace_length|high_band_power|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|renyi_entropy_2|topk_tail_mass,0.5384615384615384,1.0,0.5384615384615384,0.5901923076923077,0.6994074577294687,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,1.0,0.3076923076923077,0.5901923076923077,0.6991904438405797,epr|spectral_centroid|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6153846153846154,1.0,0.23076923076923078,0.5901923076923077,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,0.6968032910628019,1,0.5384615384615384,0.6822863828502415,0
lapeigvals_gsm8k_llama3b,2,30,16,16,14,22,0.7002236719478099,0.7125815470643057,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7136999068033552,epr|trace_length|low_band_power|hl_ratio|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.875,1.0,0.4375,0.72634375,0.7136999068033552,epr|trace_length|low_band_power|hl_ratio|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.875,1.0,0.4375,0.72634375,0.711668219944082,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.75,1.0,0.3125,0.72634375,0.7110251630941287,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8125,1.0,0.3125,0.72634375,0.7109133271202237,0.7109133271202237,0.7136999068033552,0.7136999068033552,0.7136999068033552,0.7136999068033552,0.7136999068033552,0.7136999068033552,0.7136999068033552,1,0.5,0.6998896551724139,0
lapeigvals_gsm8k_llama3b,3,30,15,16,14,22,0.6920626938228146,0.7061064081431192,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6912524795351046,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|sw_var_peak_spilled|epr_energy|min_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7333333333333333,1.0,0.4666666666666667,0.6816666666666665,0.6912524795351046,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|sw_var_peak_spilled|epr_energy|min_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7333333333333333,1.0,0.4666666666666667,0.6816666666666665,0.7080155337635851,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7333333333333333,1.0,0.3333333333333333,0.6816666666666665,0.7080155337635851,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7333333333333333,1.0,0.3333333333333333,0.6816666666666665,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,0.6912524795351046,1,0.4666666666666667,0.6910651058400618,0
lapeigvals_gsm8k_llama3b,4,30,12,16,14,22,0.6841725353741936,0.6988959734959606,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6905486817386798,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy,0.4166666666666667,1.0,0.5833333333333334,0.49966666666666665,0.6905486817386798,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy,0.4166666666666667,1.0,0.5833333333333334,0.49966666666666665,0.6948426322657066,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5833333333333334,1.0,0.25,0.49966666666666665,0.6953145966555307,epr|low_band_power|sw_var_peak|cusum_max|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6666666666666666,1.0,0.3333333333333333,0.49966666666666665,0.6976096391785969,0.6976096391785969,0.6905486817386798,0.6905486817386798,0.6905486817386798,0.6905486817386798,0.6905486817386798,0.6905486817386798,0.6905486817386798,1,0.5833333333333334,0.6831456889291961,0
lapeigvals_gsm8k_llama8b,0,29,14,16,13,23,0.8158388385939157,0.821629557132371,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8140445314411549,high_band_power|hl_ratio|stft_spectral_entropy|rpdi|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|varentropy|renyi_entropy_2,0.5714285714285714,1.0,0.42857142857142855,0.5643571428571429,0.8140445314411549,high_band_power|hl_ratio|stft_spectral_entropy|rpdi|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|varentropy|renyi_entropy_2,0.5714285714285714,1.0,0.42857142857142855,0.5643571428571429,0.8147785661854662,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.35714285714285715,0.5643571428571429,0.8120871054563249,epr|low_band_power|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5,1.0,0.2857142857142857,0.5643571428571429,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,0.8140445314411549,1,0.42857142857142855,0.8129385857597261,0
lapeigvals_gsm8k_llama8b,1,29,10,16,13,22,0.7816791510611735,0.7836298377028714,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7829275905118601,epr|trace_length|low_band_power|high_band_power|cusum_max|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.5,1.0,0.5,0.365,0.7829275905118601,epr|trace_length|low_band_power|high_band_power|cusum_max|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.5,1.0,0.5,0.365,0.7791822721598003,epr|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2,1.0,0.1,0.365,0.7855024968789013,epr|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,0.2,1.0,0.3,0.365,0.7872971285892634,0.7872971285892634,0.7829275905118601,0.7829275905118601,0.7829275905118601,0.7829275905118601,0.7829275905118601,0.7829275905118601,0.7829275905118601,1,0.6,0.7780898876404494,0
lapeigvals_gsm8k_llama8b,2,29,16,16,13,22,0.81065188172043,0.7963709677419355,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8151881720430109,trace_length|low_band_power|high_band_power|hl_ratio|rpdi|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|topk_tail_mass,0.5625,1.0,0.375,0.5888125,0.8151881720430109,trace_length|low_band_power|high_band_power|hl_ratio|rpdi|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|topk_tail_mass,0.5625,1.0,0.375,0.5888125,0.8109879032258065,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6875,1.0,0.375,0.5888125,0.8097278225806452,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5625,1.0,0.375,0.5888125,0.8170362903225806,0.8170362903225806,0.8151881720430109,0.8151881720430109,0.8151881720430109,0.8151881720430109,0.8151881720430109,0.8151881720430109,0.8151881720430109,1,0.5625,0.8101310483870968,0
lapeigvals_gsm8k_llama8b,3,29,17,16,13,23,0.8416666666666667,0.8485087719298245,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8357017543859648,trace_length|high_band_power|hl_ratio|dominant_freq|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7058823529411765,1.0,0.4117647058823529,0.6949411764705883,0.8357017543859648,trace_length|high_band_power|hl_ratio|dominant_freq|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7058823529411765,1.0,0.4117647058823529,0.6949411764705883,0.8392982456140351,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.35294117647058826,0.6949411764705883,0.8392982456140351,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7647058823529411,1.0,0.35294117647058826,0.6949411764705883,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,0.8357017543859648,1,0.47058823529411764,0.8413333333333333,0
lapeigvals_gsm8k_llama8b,4,29,14,16,13,22,0.8211382113821138,0.8240418118466899,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.822444831591173,epr|trace_length|high_band_power|rpdi|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.42857142857142855,0.5937142857142857,0.822444831591173,epr|trace_length|high_band_power|rpdi|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|epr_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.42857142857142855,0.5937142857142857,0.8158391405342624,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.2857142857142857,0.5937142857142857,0.8078542392566783,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.21428571428571427,0.5937142857142857,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,0.822444831591173,1,0.6428571428571429,0.8210511033681765,0
lapeigvals_gsm8k_mistral24b,0,30,14,16,14,21,0.8310833333333334,0.8349722222222221,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8348055555555557,epr|hl_ratio|sw_var_peak|cusum_max|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7142857142857143,1.0,0.2857142857142857,0.569,0.8348055555555557,epr|hl_ratio|sw_var_peak|cusum_max|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7142857142857143,1.0,0.2857142857142857,0.569,0.8277222222222221,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5714285714285714,1.0,0.35714285714285715,0.569,0.8380277777777777,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.21428571428571427,0.569,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,0.8348055555555557,1,0.5,0.8252155555555555,0
lapeigvals_gsm8k_mistral24b,1,30,14,16,14,21,0.890056261850735,0.893382238662149,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8929781480215101,epr|low_band_power|high_band_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|min_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.5714285714285714,1.0,0.42857142857142855,0.5728571428571428,0.8929781480215101,epr|low_band_power|high_band_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|min_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.5714285714285714,1.0,0.42857142857142855,0.5728571428571428,0.885766684280874,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6428571428571429,1.0,0.35714285714285715,0.5728571428571428,0.8922010506356656,epr|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7142857142857143,1.0,0.2857142857142857,0.5728571428571428,0.8924497217991358,0.8924497217991358,0.8929781480215101,0.8929781480215101,0.8929781480215101,0.8929781480215101,0.8929781480215101,0.8929781480215101,0.8929781480215101,1,0.5,0.8825973703024463,0
lapeigvals_gsm8k_mistral24b,2,30,13,16,14,21,0.8765245901639345,0.8880983606557377,nan,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8714754098360656,low_band_power|hl_ratio|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.46153846153846156,1.0,0.3076923076923077,0.5719615384615384,0.8714754098360656,low_band_power|hl_ratio|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.46153846153846156,1.0,0.3076923076923077,0.5719615384615384,0.8715409836065574,epr|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6923076923076923,1.0,0.38461538461538464,0.5719615384615384,0.8851803278688525,epr|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6923076923076923,1.0,0.23076923076923078,0.5719615384615384,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,0.8714754098360656,1,0.46153846153846156,0.8717613114754098,0
