method,stratum,n,sla_micro_descriptive,longest_step_agreement,mae
selected__all__hard__equal,error_relative_quarter_3,1122,0.3689839572192513,0.4661319073083779,1.4376114081996434
selected__all__hard__equal,error_relative_quarter_4,716,0.3100558659217877,0.4972067039106145,2.596368715083799
selected__all__hard__spectral,steps_2_to_5,1312,0.43902439024390244,0.5625,0.8300304878048781
selected__all__hard__spectral,steps_6_to_10,2308,0.3050259965337955,0.41854419410745236,1.7538994800693242
selected__all__hard__spectral,steps_11_plus,822,0.23357664233576642,0.2980535279805353,3.9172749391727493
selected__all__hard__spectral,error_relative_quarter_1,1314,0.2975646879756469,0.410958904109589,2.380517503805175
selected__all__hard__spectral,error_relative_quarter_2,1290,0.32790697674418606,0.4248062015503876,1.5534883720930233
selected__all__hard__spectral,error_relative_quarter_3,1122,0.37254901960784315,0.46345811051693403,1.3868092691622103
selected__all__hard__spectral,error_relative_quarter_4,716,0.33519553072625696,0.4762569832402235,2.3310055865921786
selected__all__hard__binary_lsml,steps_2_to_5,1312,0.44359756097560976,0.5327743902439024,0.7721036585365854
