contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign
pb::P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW,P2C_F6_TOP10_REFERENCE,macro_f1,0.00019496143298680657,-0.004176931880702634,0.004466672474226911,4,1,3,-0.004818134577783184,processbench_gsm8k_qwen3_8b,13,-0.00019496143298680657,parent-minus-ablated
pb::P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW,P2C_F6_TOP10_REFERENCE,first_error_exact,-7.016435928491882e-05,-0.0033237045316970985,0.003219793651022653,4,1,3,-0.009661835748792258,processbench_gsm8k_qwen3_8b,1,,
pb::P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW,P2C_F6_TOP10_REFERENCE,first_error_within_one,0.0017780277062984795,-0.0013098856423780878,0.004956930773302668,5,1,2,-0.0030257186081694143,processbench_olympiadbench_qwen3_8b,1,,
pb::P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,-4.98893841746062e-05,-0.0033734410421715046,0.0033997533963572345,2,3,3,-0.004149377593361092,processbench_omnimath_qwen3_4b,1,,
pb::P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_MINUS_ENTROPY_SWVAR16_VIEW,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,0.00024999999999997247,-0.002000000000000003,0.0025624999999999676,2,3,3,-0.0025000000000000022,processbench_gsm8k_qwen3_8b,1,,
