cell,first_error_f1,step_bce_f1,delta
pb_gsm8k_q4,0.43783005280844933,0.4636890204659544,-0.02585896765750506
pb_gsm8k_q8,0.3943973694195017,0.412626216683344,-0.018228847263842274
pb_math_q4,0.3328853509769461,0.3573039338511651,-0.024418582874218997
pb_math_q8,0.33789102491184164,0.3446050042170368,-0.0067139793051951835
pb_olympiadbench_q4,0.33536900941931475,0.35332716412888027,-0.01795815470956552
pb_olympiadbench_q8,0.3396879153693487,0.34457226446101885,-0.004884349091670126
pb_omnimath_q4,0.3326323727756587,0.35336464103934084,-0.02073226826368213
pb_omnimath_q8,0.34091167702146064,0.34684735384823173,-0.005935676826771097
