method,pb_all8,pb_q4,pb_q8,prm_within,prm_pooled,prmscore_q08,prm_fold_auc,valid_answers
first_error_pb,0.3564505965878152,0.35967919649509217,0.35322199668053816,0.7473006683669444,,0.5991887481876801,0.6894846942829355,13769
supervised_update,0.37204194983687155,0.38192118987133516,0.3621627098024079,0.7473006683669444,,0.5991887481876801,0.6894846942829355,13769
unsupervised_update,0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,,0.622215135338216,0.7062049842083509,13769
rbm12__logit_old,0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,,13769
var15_iu__old,0.3534983585022531,0.35898223922652384,0.34801447777798244,0.74682374405604,0.710261309641098,0.6226885909285921,,13769
var50__old,0.3567552412698325,0.36080751148342693,0.35270297105623816,0.742464548435578,0.7157833866814454,0.6327768738968429,,13769
entropy__old,0.35444376642134146,0.3639529013997512,0.3449346314429317,0.7301113611124386,0.7026639408146143,0.625425539209566,,13769
