dropped_family,T,p_empirical
gsm8k,63.180197095788394,0.000999000999000999
hotpotqa,66.8986817917797,0.000999000999000999
math500,66.27356035559801,0.000999000999000999
nq_open,72.6590816437322,0.000999000999000999
sciq,68.1369462959075,0.000999000999000999
squad_v2,56.80566090690263,0.000999000999000999
triviaqa,72.62061145914579,0.000999000999000999
truthfulqa,45.555353116471245,0.000999000999000999
