locator,variant,scope,n_clean,n_erroneous,argmax_sla,argmax_early,argmax_late,false_alarm_budget,false_alarm,theta,detected,exact,early_stop,no_stop,mean_delay_steps,median_delay_steps,mean_delay_tokens
token_lsml,offline,cell=pb_olympiadbench_q4,339,661,0.30559757942511345,0.3071104387291982,0.38729198184568836,0.2,0.19469026548672566,1.7407985929216383,0.13010590015128592,0.06656580937972768,0.04387291981845688,0.8260211800302572,2.383720930232558,0.0,197.19767441860466
token_lsml,offline,cell=pb_olympiadbench_q4,339,661,0.30559757942511345,0.3071104387291982,0.38729198184568836,0.3,0.2448377581120944,1.6885009281181984,0.16944024205748864,0.08623298033282904,0.05143721633888049,0.7791225416036308,2.0892857142857144,0.0,176.42857142857142
token_lsml,offline,cell=pb_olympiadbench_q8,339,661,0.3101361573373676,0.27987897125567324,0.40998487140695916,0.05,0.038348082595870206,2.0757280053704514,0.049924357034795766,0.025718608169440244,0.007564296520423601,0.9425113464447806,3.484848484848485,0.0,271.6363636363636
token_lsml,offline,cell=pb_olympiadbench_q8,339,661,0.3101361573373676,0.27987897125567324,0.40998487140695916,0.1,0.09144542772861357,1.9074790916232125,0.08169440242057488,0.036308623298033284,0.01361573373676248,0.9046898638426626,2.9444444444444446,1.0,240.6851851851852
token_lsml,offline,cell=pb_olympiadbench_q8,339,661,0.3101361573373676,0.27987897125567324,0.40998487140695916,0.2,0.18289085545722714,1.7407985929216383,0.13313161875945537,0.060514372163388806,0.04084720121028744,0.8260211800302572,2.4431818181818183,1.0,223.3181818181818
token_lsml,offline,cell=pb_olympiadbench_q8,339,661,0.3101361573373676,0.27987897125567324,0.40998487140695916,0.3,0.29793510324483774,1.6115203992581189,0.21633888048411498,0.1059001512859304,0.0680786686838124,0.7155824508320726,2.1468531468531467,1.0,196.9020979020979
token_lsml,offline,cell=pb_omnimath_q4,241,759,0.3096179183135705,0.2160737812911726,0.4743083003952569,0.05,0.029045643153526972,2.0757280053704514,0.034255599472990776,0.017127799736495388,0.006587615283267457,0.9591567852437418,2.769230769230769,0.5,205.57692307692307
token_lsml,offline,cell=pb_omnimath_q4,241,759,0.3096179183135705,0.2160737812911726,0.4743083003952569,0.1,0.0954356846473029,1.9074790916232125,0.06455862977602109,0.025032938076416336,0.017127799736495388,0.9183135704874835,3.1020408163265305,2.0,251.81632653061226
token_lsml,offline,cell=pb_omnimath_q4,241,759,0.3096179183135705,0.2160737812911726,0.4743083003952569,0.2,0.17427385892116182,1.7407985929216383,0.11857707509881422,0.05006587615283267,0.028985507246376812,0.852437417654809,2.4444444444444446,1.0,216.53333333333333
token_lsml,offline,cell=pb_omnimath_q4,241,759,0.3096179183135705,0.2160737812911726,0.4743083003952569,0.3,0.2863070539419087,1.6115203992581189,0.17654808959156784,0.07509881422924901,0.0461133069828722,0.7773386034255599,2.3656716417910446,1.0,209.2462686567164
token_lsml,offline,cell=pb_omnimath_q8,241,759,0.30434782608695654,0.17786561264822134,0.5177865612648221,0.05,0.03734439834024896,2.0757280053704514,0.03689064558629776,0.017127799736495388,0.003952569169960474,0.9591567852437418,2.142857142857143,1.0,183.28571428571428
token_lsml,offline,cell=pb_omnimath_q8,241,759,0.30434782608695654,0.17786561264822134,0.5177865612648221,0.1,0.07883817427385892,1.9074790916232125,0.06851119894598155,0.025032938076416336,0.010540184453227932,0.9209486166007905,3.076923076923077,2.0,259.75
token_lsml,offline,cell=pb_omnimath_q8,241,759,0.30434782608695654,0.17786561264822134,0.5177865612648221,0.2,0.17012448132780084,1.7407985929216383,0.13438735177865613,0.052700922266139656,0.019762845849802372,0.8458498023715415,2.8627450980392157,2.0,237.76470588235293
token_lsml,offline,cell=pb_omnimath_q8,241,759,0.30434782608695654,0.17786561264822134,0.5177865612648221,0.3,0.2987551867219917,1.5742158925739331,0.23978919631093545,0.09486166007905138,0.043478260869565216,0.7167325428194994,2.4725274725274726,1.5,223.21428571428572
token_equal,offline,macro8_all,2358,4442,0.30369203061683925,0.18640252138676272,0.509905447996398,0.05,0.031806615776081425,2.1706432295953433,0.03286807744259343,0.011481314723097704,0.007429085997298514,0.959702836560108,4.267123287671233,2.0,317.458904109589
token_equal,offline,macro8_all,2358,4442,0.30369203061683925,0.18640252138676272,0.509905447996398,0.1,0.09457167090754877,1.9069390394436239,0.09905447996398019,0.03556956325979289,0.01891040072039622,0.8820351193156236,3.209090909090909,2.0,267.3954545454545
token_equal,offline,macro8_all,2358,4442,0.30369203061683925,0.18640252138676272,0.509905447996398,0.2,0.19635284139100934,1.7378286247102237,0.18527690229626295,0.06483565961278703,0.0384961728950923,0.7762269248086447,2.7861482381530984,2.0,253.3523693803159
token_equal,offline,macro8_all,2358,4442,0.30369203061683925,0.18640252138676272,0.509905447996398,0.3,0.2968617472434266,1.615008913804949,0.26812246735704637,0.09792886087348042,0.05785682125168843,0.6740207113912652,2.510495382031906,2.0,229.5776658270361
token_equal,offline,steps_2_to_5,950,1312,0.3986280487804878,0.17911585365853658,0.4222560975609756,0.05,0.034736842105263156,1.7867163270999598,0.02972560975609756,0.019054878048780487,0.003048780487804878,0.9672256097560976,0.717948717948718,0.0,77.12820512820512
token_equal,offline,steps_2_to_5,950,1312,0.3986280487804878,0.17911585365853658,0.4222560975609756,0.1,0.07263157894736842,1.697031032523527,0.06554878048780488,0.037347560975609755,0.009146341463414634,0.9253048780487805,0.872093023255814,0.0,80.62790697674419
token_equal,offline,steps_2_to_5,950,1312,0.3986280487804878,0.17911585365853658,0.4222560975609756,0.2,0.17578947368421052,1.5478306286943138,0.15472560975609756,0.08841463414634146,0.022103658536585365,0.823170731707317,0.8226600985221675,0.0,86.01970443349754
token_equal,offline,steps_2_to_5,950,1312,0.3986280487804878,0.17911585365853658,0.4222560975609756,0.3,0.2905263157894737,1.433245735285889,0.24771341463414634,0.1402439024390244,0.036585365853658534,0.7157012195121951,0.8092307692307692,0.0,79.53538461538461
token_equal,offline,steps_6_to_10,1124,2308,0.29462738301559793,0.17937608318890816,0.5259965337954939,0.05,0.026690391459074734,2.1706432295953433,0.021663778162911613,0.009532062391681109,0.0030329289428076256,0.9753032928942807,1.94,1.5,199.78
token_equal,offline,steps_6_to_10,1124,2308,0.29462738301559793,0.17937608318890816,0.5259965337954939,0.1,0.099644128113879,1.9069390394436239,0.09662045060658579,0.04116117850953206,0.01386481802426343,0.8895147313691508,1.9596412556053813,2.0,201.57847533632287
token_equal,offline,steps_6_to_10,1124,2308,0.29462738301559793,0.17937608318890816,0.5259965337954939,0.2,0.16814946619217083,1.7867163270999598,0.16854419410745233,0.06802426343154246,0.0255632582322357,0.8058925476603119,1.9383033419023137,2.0,204.16709511568124
token_equal,offline,steps_6_to_10,1124,2308,0.29462738301559793,0.17937608318890816,0.5259965337954939,0.3,0.29626334519572955,1.6544860667608925,0.2603986135181976,0.09878682842287695,0.03986135181975736,0.699740034662045,1.945091514143095,2.0,206.41930116472545
token_equal,offline,steps_11_plus,284,822,0.17761557177615572,0.21776155717761558,0.6046228710462287,0.2,0.15845070422535212,2.1706432295953433,0.11678832116788321,0.03527980535279805,0.031630170316301706,0.851581508515815,5.479166666666667,4.0,378.75
token_equal,offline,steps_11_plus,284,822,0.17761557177615572,0.21776155717761558,0.6046228710462287,0.3,0.29225352112676056,2.00940805013329,0.20072992700729927,0.05474452554744526,0.04866180048661801,0.7506082725060828,5.115151515151515,4.0,362.6848484848485
