cell_id,dataset_family,arm,lambda,n_seeds,auroc,auprc
se_squad_v2_llama8b,squad_v2,G3,1.0,5,0.8191757182597855,0.9043826563486718
se_squad_v2_llama8b,squad_v2,G4,0.01,5,0.8190770260755139,0.9042336257971867
se_squad_v2_llama8b,squad_v2,G4,0.03,5,0.819109923470271,0.9042422465378819
se_squad_v2_llama8b,squad_v2,G4,0.1,5,0.8191428208650283,0.9042514890805267
se_squad_v2_llama8b,squad_v2,G4,0.3,5,0.8190308542933986,0.904205446137456
se_squad_v2_llama8b,squad_v2,G4,1.0,5,0.8188380871030668,0.9041316045774209
seiclr_triviaqa_opt30b,triviaqa,B0,,5,0.8161599794437198,0.8289824614305974
seiclr_triviaqa_opt30b,triviaqa,B3,,5,0.8222395507719539,0.8324066727548018
seiclr_triviaqa_opt30b,triviaqa,G2,0.01,5,0.8222011203044078,0.8324112526815475
seiclr_triviaqa_opt30b,triviaqa,G2,0.03,5,0.8222755692854699,0.8324783240285092
seiclr_triviaqa_opt30b,triviaqa,G2,0.1,5,0.8225281812708874,0.8327131038402094
seiclr_triviaqa_opt30b,triviaqa,G2,0.3,5,0.8228993005976502,0.8331340603783561
seiclr_triviaqa_opt30b,triviaqa,G2,1.0,5,0.8234099916642869,0.8342995558602915
seiclr_triviaqa_opt30b,triviaqa,G3,0.01,5,0.8222011203044078,0.8324112526815475
seiclr_triviaqa_opt30b,triviaqa,G3,0.03,5,0.8222755692854699,0.8324783244107258
seiclr_triviaqa_opt30b,triviaqa,G3,0.1,5,0.8225281812708874,0.8327131038402094
seiclr_triviaqa_opt30b,triviaqa,G3,0.3,5,0.8228912607508831,0.8331294324096207
seiclr_triviaqa_opt30b,triviaqa,G3,1.0,5,0.8234101524612223,0.834300317656948
seiclr_triviaqa_opt30b,triviaqa,G4,0.01,5,0.82225900720113,0.8324228152078568
seiclr_triviaqa_opt30b,triviaqa,G4,0.03,5,0.8222525753237164,0.8324076289957127
seiclr_triviaqa_opt30b,triviaqa,G4,0.1,5,0.8222467866340442,0.8323951924566519
seiclr_triviaqa_opt30b,triviaqa,G4,0.3,5,0.8221778047487837,0.8322932765564035
seiclr_triviaqa_opt30b,triviaqa,G4,1.0,5,0.8219494731006022,0.8318938913686532
semenergy_triviaqa_qwen3_8b,triviaqa,B0,,5,0.8051692306669228,0.8333349993908232
semenergy_triviaqa_qwen3_8b,triviaqa,B3,,5,0.8045208532314551,0.8271115256081086
semenergy_triviaqa_qwen3_8b,triviaqa,G2,0.01,5,0.8044395982387409,0.8270788869613589
semenergy_triviaqa_qwen3_8b,triviaqa,G2,0.03,5,0.8044292075747109,0.827045063097854
semenergy_triviaqa_qwen3_8b,triviaqa,G2,0.1,5,0.8042365646635958,0.826830952217207
semenergy_triviaqa_qwen3_8b,triviaqa,G2,0.3,5,0.8036654937685109,0.8263422648918006
semenergy_triviaqa_qwen3_8b,triviaqa,G2,1.0,5,0.8019560217223067,0.8242620497281288
semenergy_triviaqa_qwen3_8b,triviaqa,G3,0.01,5,0.8044395982387409,0.8270788869613589
semenergy_triviaqa_qwen3_8b,triviaqa,G3,0.03,5,0.8044292075747109,0.827045063097854
semenergy_triviaqa_qwen3_8b,triviaqa,G3,0.1,5,0.8042365646635958,0.826830952217207
semenergy_triviaqa_qwen3_8b,triviaqa,G3,0.3,5,0.8036646625153886,0.8263410167796232
semenergy_triviaqa_qwen3_8b,triviaqa,G3,1.0,5,0.801949579510608,0.824255827870874
semenergy_triviaqa_qwen3_8b,triviaqa,G4,0.01,5,0.804518775098649,0.8271088644109514
semenergy_triviaqa_qwen3_8b,triviaqa,G4,0.03,5,0.8045341532814133,0.8271018404335806
semenergy_triviaqa_qwen3_8b,triviaqa,G4,0.1,5,0.8045883925476495,0.8271621765496405
semenergy_triviaqa_qwen3_8b,triviaqa,G4,0.3,5,0.8047799963923614,0.8273146963159352
semenergy_triviaqa_qwen3_8b,triviaqa,G4,1.0,5,0.8045954581991899,0.8272383819629192
spilled_triviaqa_llama8b,triviaqa,B0,,5,0.9299999999999999,0.9981133961042163
spilled_triviaqa_llama8b,triviaqa,B3,,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G2,0.01,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G2,0.03,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G2,0.1,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G2,0.3,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G2,1.0,5,0.9486666666666667,0.9986623567012687
spilled_triviaqa_llama8b,triviaqa,G3,0.01,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G3,0.03,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G3,0.1,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G3,0.3,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G3,1.0,5,0.9486666666666667,0.9986623567012687
spilled_triviaqa_llama8b,triviaqa,G4,0.01,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G4,0.03,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G4,0.1,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G4,0.3,5,0.9486666666666665,0.9986664685632057
spilled_triviaqa_llama8b,triviaqa,G4,1.0,5,0.948,0.9986502100460365
trace_gsm8k_llama8b_k10,gsm8k,B0,,5,0.8113494318181818,0.6894405940989279
trace_gsm8k_llama8b_k10,gsm8k,B3,,5,0.8134340003293807,0.6914981980556762
trace_gsm8k_llama8b_k10,gsm8k,G2,0.01,5,0.8134356472332016,0.6915013261883572
trace_gsm8k_llama8b_k10,gsm8k,G2,0.03,5,0.813438529314888,0.6915026762634857
trace_gsm8k_llama8b_k10,gsm8k,G2,0.1,5,0.8134500576416338,0.6915157091389837
trace_gsm8k_llama8b_k10,gsm8k,G2,0.3,5,0.8134883481554678,0.6915355849966002
trace_gsm8k_llama8b_k10,gsm8k,G2,1.0,5,0.8136513916337287,0.6916774778847579
trace_gsm8k_llama8b_k10,gsm8k,G3,0.01,5,0.813436470685112,0.6915022585821264
trace_gsm8k_llama8b_k10,gsm8k,G3,0.03,5,0.813440587944664,0.6915045760610337
trace_gsm8k_llama8b_k10,gsm8k,G3,0.1,5,0.8134514986824769,0.6915151649393452
trace_gsm8k_llama8b_k10,gsm8k,G3,0.3,5,0.813488759881423,0.6915326205135303
trace_gsm8k_llama8b_k10,gsm8k,G3,1.0,5,0.8136693017127801,0.6916654345793902
trace_gsm8k_llama8b_k10,gsm8k,G4,0.01,5,0.8134370882740448,0.6915003264284493
trace_gsm8k_llama8b_k10,gsm8k,G4,0.03,5,0.8134358530961792,0.6915089144083271
trace_gsm8k_llama8b_k10,gsm8k,G4,0.1,5,0.8134298830698288,0.6914998382337857
trace_gsm8k_llama8b_k10,gsm8k,G4,0.3,5,0.8134086791831358,0.6914796233387241
trace_gsm8k_llama8b_k10,gsm8k,G4,1.0,5,0.81306921113307,0.691147354445957
trace_math500_qwenmath15b_k10,math500,B0,,5,0.6882812266908616,0.9063757649554096
trace_math500_qwenmath15b_k10,math500,B3,,5,0.7006064296692293,0.9096112215857667
trace_math500_qwenmath15b_k10,math500,G2,0.01,5,0.7006163749015996,0.9096095571022089
trace_math500_qwenmath15b_k10,math500,G2,0.03,5,0.7006255551160953,0.909613334988367
trace_math500_qwenmath15b_k10,math500,G2,0.1,5,0.7006393254378389,0.9096143719484678
trace_math500_qwenmath15b_k10,math500,G2,0.3,5,0.7006944067248131,0.909611898594635
trace_math500_qwenmath15b_k10,math500,G2,1.0,5,0.7009032566045906,0.9095529843516598
trace_math500_qwenmath15b_k10,math500,G3,0.01,5,0.700615609883725,0.9096092844223944
trace_math500_qwenmath15b_k10,math500,G3,0.03,5,0.70062632013397,0.9096137568242114
trace_math500_qwenmath15b_k10,math500,G3,0.1,5,0.7006385604199642,0.9096171943324542
trace_math500_qwenmath15b_k10,math500,G3,0.3,5,0.7006936417069385,0.9096116199372918
trace_math500_qwenmath15b_k10,math500,G3,1.0,5,0.7008879562470978,0.909589784676468
trace_math500_qwenmath15b_k10,math500,G4,0.01,5,0.7006087247228532,0.9096123764060065
trace_math500_qwenmath15b_k10,math500,G4,0.03,5,0.7006125498122263,0.909614002308297
trace_math500_qwenmath15b_k10,math500,G4,0.1,5,0.7006301452233431,0.9096156254924547
trace_math500_qwenmath15b_k10,math500,G4,0.3,5,0.7006714561885738,0.9096300214942119
trace_math500_qwenmath15b_k10,math500,G4,1.0,5,0.7009499226949437,0.9096415444123475
truthfulqa_llama8b,truthfulqa,B0,,5,0.6631457431561985,0.937225184360358
truthfulqa_llama8b,truthfulqa,B3,,5,0.6695133296719061,0.9390359709328029
truthfulqa_llama8b,truthfulqa,G2,0.01,5,0.6695754604196343,0.939050987276151
truthfulqa_llama8b,truthfulqa,G2,0.03,5,0.6696508143294154,0.9390656333068954
truthfulqa_llama8b,truthfulqa,G2,0.1,5,0.6699558527526639,0.9391423261142585
truthfulqa_llama8b,truthfulqa,G2,0.3,5,0.6709298382644255,0.9393737147879957
truthfulqa_llama8b,truthfulqa,G2,1.0,5,0.6739539573120101,0.9401167362745211
truthfulqa_llama8b,truthfulqa,G3,0.01,5,0.6695754604196343,0.9390514974030422
truthfulqa_llama8b,truthfulqa,G3,0.03,5,0.6696500897725906,0.9390647743499864
truthfulqa_llama8b,truthfulqa,G3,0.1,5,0.6699596566759941,0.9391435820629043
truthfulqa_llama8b,truthfulqa,G3,0.3,5,0.6709624433215423,0.939383505978648
truthfulqa_llama8b,truthfulqa,G3,1.0,5,0.674067169315888,0.940148178258746
truthfulqa_llama8b,truthfulqa,G4,0.01,5,0.6695082577741325,0.9390313892515707
truthfulqa_llama8b,truthfulqa,G4,0.03,5,0.6695071709388952,0.9390319105986631
truthfulqa_llama8b,truthfulqa,G4,0.1,5,0.6694995630922347,0.9390317058497566
truthfulqa_llama8b,truthfulqa,G4,0.3,5,0.6694709430976543,0.9390193781025701
truthfulqa_llama8b,truthfulqa,G4,1.0,5,0.6695970159851726,0.9390537504079427
