direction,evidence_status,gate_id,metric_id,observed,passed,status,threshold,unit,variant_id
eq,RETROSPECTIVE,P0_S5A_DUAL_BUILD_IDENTICAL,dual_build_identical,true,true,COMPLETE,true,boolean,P0_S5A_IU29_STEP_MAX_LOCAL_FIVEFOLD_QWEN8
eq,RETROSPECTIVE,P0_S5A_EXACT_QWEN_PANEL,population_cells,8,true,COMPLETE,8,cells,P0_S5A_IU29_STEP_MAX_LOCAL_FIVEFOLD_QWEN8
eq,RETROSPECTIVE,P0_S5A_ACCESS_VALID,access_contract_valid,true,true,COMPLETE,true,boolean,P0_S5A_IU29_STEP_MAX_LOCAL_FIVEFOLD_QWEN8
eq,RETROSPECTIVE,P0_S5A_NO_REFIT_OR_INFERENCE,new_fit_or_inference,false,true,COMPLETE,false,boolean,P0_S5A_IU29_STEP_MAX_LOCAL_FIVEFOLD_QWEN8
eq,RETROSPECTIVE,P0_S5B_EXACT_FULL_PANEL,population_cells,12,true,COMPLETE,12,cells,P0_S5B_IU29_STEP_MAX_LOCAL_FIVEFOLD_FULL12
eq,RETROSPECTIVE,P0_S5B_ACCESS_VALID,access_contract_valid,true,true,COMPLETE,true,boolean,P0_S5B_IU29_STEP_MAX_LOCAL_FIVEFOLD_FULL12
eq,RETROSPECTIVE,P0_S5B_NONPAIRED_BOUNDARY_DECLARED,nonpaired_population_boundary,true,true,COMPLETE,true,boolean,P0_S5B_IU29_STEP_MAX_LOCAL_FIVEFOLD_FULL12
eq,RETROSPECTIVE,P0_S5_BOOTSTRAP_DRAWS,bootstrap_draws,20000,true,COMPLETE,20000,draws,P0_S5B_IU29_STEP_MAX_LOCAL_FIVEFOLD_FULL12
