access_tier,base_candidate,calibration_f1,candidate,clean_abstention,detector_auprc,detector_auroc,exact_error,f1,family,fidelity,late_location_rate,locator,mean_absolute_step_error,n,primary,task,threshold,within_one
A,l_raw9__level_innovation_shortlong,0.35036085856218957,l_raw9__level_innovation_shortlong__step_top5mean,0.4457831325301205,0.7646784826657371,0.658758109360519,0.19230769230769232,0.26870007262164125,math,frozen_retrospective_candidate,0.36923076923076925,step_top5mean,2.0692307692307694,213,0.26870007262164125,local,1.8643503855623393,0.35384615384615387
A,l_broad28__level,0.31186880385435,l_broad28__level__peak,0.5542168674698795,0.8021603403737412,0.7319740500463393,0.19230769230769232,0.28553693358162635,math,frozen_retrospective_candidate,0.4846153846153846,peak,2.0846153846153848,213,0.28553693358162635,local,0.9308224729164949,0.35384615384615387
A,l_broad28__level,0.37527400263042526,l_broad28__level__persistent_q90_3,0.6024096385542169,0.8021603403737412,0.7319740500463393,0.17692307692307693,0.27351647044832916,math,frozen_retrospective_candidate,0.2153846153846154,persistent_q90_3,1.976923076923077,213,0.27351647044832916,local,0.94379051915435,0.4
A,l_broad28__level,0.34542519751932715,l_broad28__level__step_top5mean,0.6024096385542169,0.8021603403737412,0.7319740500463393,0.17692307692307693,0.27351647044832916,math,frozen_retrospective_candidate,0.46923076923076923,step_top5mean,2.0923076923076924,213,0.27351647044832916,local,0.94379051915435,0.3230769230769231
A,l_broad28__innovation,0.22531668313718442,l_broad28__innovation__peak,0.3614457831325301,0.6916508683705147,0.6176088971269694,0.15384615384615385,0.21582733812949645,math,frozen_retrospective_candidate,0.38461538461538464,peak,1.9923076923076923,213,0.21582733812949645,local,1.1394298962358356,0.3769230769230769
A,l_broad28__innovation,0.27223820843237834,l_broad28__innovation__persistent_q90_3,0.3493975903614458,0.6916508683705147,0.6176088971269694,0.13076923076923078,0.19031075082030496,math,frozen_retrospective_candidate,0.15384615384615385,persistent_q90_3,2.223076923076923,213,0.19031075082030496,local,1.1335891040940766,0.3230769230769231
A,l_broad28__innovation,0.27858896498255586,l_broad28__innovation__step_top5mean,0.5421686746987951,0.6916508683705147,0.6176088971269694,0.11538461538461539,0.19027484143763213,math,frozen_retrospective_candidate,0.35384615384615387,step_top5mean,1.976923076923077,213,0.19027484143763213,local,1.229378678598201,0.27692307692307694
A,l_broad28__shortlong,0.28635330615778654,l_broad28__shortlong__peak,0.4457831325301205,0.758235868786612,0.7069508804448564,0.17692307692307693,0.2533115046881977,math,frozen_retrospective_candidate,0.36923076923076925,peak,1.976923076923077,213,0.2533115046881977,local,0.9784625738399619,0.4076923076923077
A,l_broad28__shortlong,0.2657522503214745,l_broad28__shortlong__persistent_q90_3,0.3614457831325301,0.758235868786612,0.7069508804448564,0.13076923076923078,0.19205422707588024,math,frozen_retrospective_candidate,0.015384615384615385,persistent_q90_3,2.4,213,0.19205422707588024,local,0.9189231582621524,0.34615384615384615
A,l_broad28__shortlong,0.27382964650547514,l_broad28__shortlong__step_top5mean,0.4457831325301205,0.758235868786612,0.7069508804448564,0.18461538461538463,0.261099676565716,math,frozen_retrospective_candidate,0.33076923076923076,step_top5mean,1.9538461538461538,213,0.261099676565716,local,0.9784625738399619,0.4153846153846154
A,l_broad28__level_innovation,0.25106203834819546,l_broad28__level_innovation__peak,0.42168674698795183,0.7563399263954196,0.6647822057460612,0.15384615384615385,0.22544283413848631,math,frozen_retrospective_candidate,0.46923076923076923,peak,2.1615384615384614,213,0.22544283413848631,local,1.0134541471379201,0.34615384615384615
A,l_broad28__level_innovation,0.32141778270063437,l_broad28__level_innovation__persistent_q90_3,0.43373493975903615,0.7563399263954196,0.6647822057460612,0.14615384615384616,0.2186351286559054,math,frozen_retrospective_candidate,0.19230769230769232,persistent_q90_3,2.146153846153846,213,0.2186351286559054,local,1.0247285445103138,0.3769230769230769
A,l_broad28__level_innovation,0.30683257581402285,l_broad28__level_innovation__step_top5mean,0.37349397590361444,0.7563399263954196,0.6647822057460612,0.18461538461538463,0.24709398870807045,math,frozen_retrospective_candidate,0.4076923076923077,step_top5mean,1.9923076923076923,213,0.24709398870807045,local,0.9987806367703133,0.4153846153846154
A,l_broad28__level_shortlong,0.29491412249137516,l_broad28__level_shortlong__peak,0.43373493975903615,0.7863636868030212,0.7224281742354032,0.17692307692307693,0.2513279708605251,math,frozen_retrospective_candidate,0.43846153846153846,peak,2.023076923076923,213,0.2513279708605251,local,0.8453870075634532,0.4461538461538462
A,l_broad28__level_shortlong,0.30701870770863743,l_broad28__level_shortlong__persistent_q90_3,0.4578313253012048,0.7863636868030212,0.7224281742354032,0.14615384615384616,0.2215743440233236,math,frozen_retrospective_candidate,0.1076923076923077,persistent_q90_3,2.3076923076923075,213,0.2215743440233236,local,0.8621534404130728,0.35384615384615387
A,l_broad28__level_shortlong,0.298606502986065,l_broad28__level_shortlong__step_top5mean,0.43373493975903615,0.7863636868030212,0.7224281742354032,0.19230769230769232,0.2664692820133235,math,frozen_retrospective_candidate,0.4,step_top5mean,2.123076923076923,213,0.2664692820133235,local,0.8453870075634532,0.43846153846153846
A,l_broad28__level_innovation_shortlong,0.27047828477185265,l_broad28__level_innovation_shortlong__peak,0.42168674698795183,0.7520179017561183,0.6748841519925858,0.16153846153846155,0.2335928809788654,math,frozen_retrospective_candidate,0.36923076923076925,peak,2.023076923076923,213,0.2335928809788654,local,0.9408105915960314,0.38461538461538464
A,l_broad28__level_innovation_shortlong,0.31130284728213975,l_broad28__level_innovation_shortlong__persistent_q90_3,0.42168674698795183,0.7520179017561183,0.6748841519925858,0.13846153846153847,0.2084712111184646,math,frozen_retrospective_candidate,0.1076923076923077,persistent_q90_3,2.223076923076923,213,0.2084712111184646,local,0.9408105915960314,0.36153846153846153
A,l_broad28__level_innovation_shortlong,0.28324697754749567,l_broad28__level_innovation_shortlong__step_top5mean,0.42168674698795183,0.7520179017561183,0.6748841519925858,0.17692307692307693,0.2492645920421118,math,frozen_retrospective_candidate,0.38461538461538464,step_top5mean,2.1384615384615384,213,0.2492645920421118,local,0.9408105915960314,0.4
A,l_family6__level,0.3176142812919203,l_family6__level__peak,0.4819277108433735,0.8007292163603139,0.7056533827618164,0.2076923076923077,0.29028356403709177,math,frozen_retrospective_candidate,0.4230769230769231,peak,2.0153846153846153,213,0.29028356403709177,local,1.304472863152732,0.4461538461538462
A,l_family6__level,0.3356844681157334,l_family6__level__persistent_q90_3,0.5903614457831325,0.8007292163603139,0.7056533827618164,0.2076923076923077,0.30728138427592616,math,frozen_retrospective_candidate,0.19230769230769232,persistent_q90_3,2.0384615384615383,213,0.30728138427592616,local,1.3812041320202557,0.3230769230769231
A,l_family6__level,0.3752582482939961,l_family6__level__step_top5mean,0.4819277108433735,0.8007292163603139,0.7056533827618164,0.24615384615384617,0.3258655804480652,math,frozen_retrospective_candidate,0.4153846153846154,step_top5mean,2.0076923076923077,213,0.3258655804480652,local,1.304472863152732,0.4307692307692308
A,l_family6__innovation,0.2623375501921333,l_family6__innovation__peak,0.37349397590361444,0.7152540207084959,0.6195551436515292,0.19230769230769232,0.2538902538902539,math,frozen_retrospective_candidate,0.34615384615384615,peak,1.8692307692307693,213,0.2538902538902539,local,2.0799334477937528,0.4230769230769231
A,l_family6__innovation,0.254278728606357,l_family6__innovation__persistent_q90_3,0.3132530120481928,0.7152540207084959,0.6195551436515292,0.14615384615384616,0.19931410127093,math,frozen_retrospective_candidate,0.08461538461538462,persistent_q90_3,2.2,213,0.19931410127093,local,2.0014429629144415,0.4153846153846154
A,l_family6__innovation,0.2885814201003497,l_family6__innovation__step_top5mean,0.39759036144578314,0.7152540207084959,0.6195551436515292,0.17692307692307693,0.24487820616228426,math,frozen_retrospective_candidate,0.34615384615384615,step_top5mean,1.8461538461538463,213,0.24487820616228426,local,2.127891725742786,0.4
A,l_family6__shortlong,0.312035661218425,l_family6__shortlong__peak,0.40963855421686746,0.7599596900389866,0.7030583873957369,0.2076923076923077,0.2756342891457739,math,frozen_retrospective_candidate,0.38461538461538464,peak,1.9923076923076923,213,0.2756342891457739,local,1.3680753534450065,0.46153846153846156
A,l_family6__shortlong,0.2936630602782071,l_family6__shortlong__persistent_q90_3,0.40963855421686746,0.7599596900389866,0.7030583873957369,0.12307692307692308,0.18928322894919972,math,frozen_retrospective_candidate,0.023076923076923078,persistent_q90_3,2.4153846153846152,213,0.18928322894919972,local,1.3680753534450065,0.36153846153846153
A,l_family6__shortlong,0.3142233683792898,l_family6__shortlong__step_top5mean,0.5421686746987951,0.7599596900389866,0.7030583873957369,0.2,0.2922077922077922,math,frozen_retrospective_candidate,0.3384615384615385,step_top5mean,1.9615384615384615,213,0.2922077922077922,local,1.4605594137221383,0.4307692307692308
A,l_family6__level_innovation,0.2784839291885873,l_family6__level_innovation__peak,0.39759036144578314,0.7413258747719214,0.6409638554216868,0.16923076923076924,0.23741007194244604,math,frozen_retrospective_candidate,0.4,peak,1.9153846153846155,213,0.23741007194244604,local,1.8357277145222433,0.4
A,l_family6__level_innovation,0.3002859129897226,l_family6__level_innovation__persistent_q90_3,0.37349397590361444,0.7413258747719214,0.6409638554216868,0.19230769230769232,0.2538902538902539,math,frozen_retrospective_candidate,0.14615384615384616,persistent_q90_3,2.1307692307692307,213,0.2538902538902539,local,1.7963116096955343,0.4
A,l_family6__level_innovation,0.33146696528555436,l_family6__level_innovation__step_top5mean,0.39759036144578314,0.7413258747719214,0.6409638554216868,0.23846153846153847,0.29812035552965177,math,frozen_retrospective_candidate,0.36153846153846153,step_top5mean,1.9,213,0.29812035552965177,local,1.8357277145222433,0.4230769230769231
A,l_family6__level_shortlong,0.310169930768946,l_family6__level_shortlong__peak,0.4457831325301205,0.7942999201912369,0.7144578313253012,0.2076923076923077,0.2833640618352007,math,frozen_retrospective_candidate,0.3769230769230769,peak,2.023076923076923,213,0.2833640618352007,local,1.351605230556058,0.4846153846153846
A,l_family6__level_shortlong,0.29656350863869374,l_family6__level_shortlong__persistent_q90_3,0.4457831325301205,0.7942999201912369,0.7144578313253012,0.16923076923076924,0.24532851115129592,math,frozen_retrospective_candidate,0.07692307692307693,persistent_q90_3,2.3,213,0.24532851115129592,local,1.351605230556058,0.4
A,l_family6__level_shortlong,0.33543701300990725,l_family6__level_shortlong__step_top5mean,0.4457831325301205,0.7942999201912369,0.7144578313253012,0.2,0.27611940298507465,math,frozen_retrospective_candidate,0.3769230769230769,step_top5mean,2.0538461538461537,213,0.27611940298507465,local,1.351605230556058,0.49230769230769234
A,l_family6__level_innovation_shortlong,0.2861366996474468,l_family6__level_innovation_shortlong__peak,0.4457831325301205,0.7464535847971906,0.6464318813716403,0.2,0.27611940298507465,math,frozen_retrospective_candidate,0.36153846153846153,peak,1.8692307692307693,213,0.27611940298507465,local,1.67973493742383,0.4307692307692308
A,l_family6__level_innovation_shortlong,0.27062988756176326,l_family6__level_innovation_shortlong__persistent_q90_3,0.4457831325301205,0.7464535847971906,0.6464318813716403,0.13846153846153847,0.21129441624365483,math,frozen_retrospective_candidate,0.06923076923076923,persistent_q90_3,2.3384615384615386,213,0.21129441624365483,local,1.6801360643234777,0.3153846153846154
A,l_family6__level_innovation_shortlong,0.30443726124008225,l_family6__level_innovation_shortlong__step_top5mean,0.4457831325301205,0.7464535847971906,0.6464318813716403,0.17692307692307693,0.2533115046881977,math,frozen_retrospective_candidate,0.34615384615384615,step_top5mean,2.0076923076923077,213,0.2533115046881977,local,1.67973493742383,0.4
A,l_raw7_opened_drop__level,0.29819277108433734,l_raw7_opened_drop__level__peak,0.5301204819277109,0.8186345580976924,0.7414272474513439,0.17692307692307693,0.2653034473718705,math,frozen_retrospective_candidate,0.49230769230769234,peak,2.3615384615384616,213,0.2653034473718705,local,1.7031776859905854,0.36153846153846153
A,l_raw7_opened_drop__level,0.3664969921332716,l_raw7_opened_drop__level__persistent_q90_3,0.5301204819277109,0.8186345580976924,0.7414272474513439,0.2,0.2904290429042904,math,frozen_retrospective_candidate,0.23076923076923078,persistent_q90_3,2.1153846153846154,213,0.2904290429042904,local,1.7031776859905854,0.36923076923076925
A,l_raw7_opened_drop__level,0.38678439191113645,l_raw7_opened_drop__level__step_top5mean,0.5301204819277109,0.8186345580976924,0.7414272474513439,0.2230769230769231,0.3140150116894303,math,frozen_retrospective_candidate,0.4307692307692308,step_top5mean,2.169230769230769,213,0.3140150116894303,local,1.7002161603026162,0.35384615384615387
A,step272_twohead_replay,0.32710655014832035,step272_twohead_replay,0.6506024096385542,0.8358740141106421,0.7606116774791473,0.2153846153846154,0.3236301369863014,math,registered_incumbent_replay,,peak,,213,0.3236301369863014,local,-0.12650292798240553,0.36153846153846153
A,max_entropy,0.28193832599118945,max_entropy__peak,0.4939759036144578,0.8084278979260225,0.7256719184430028,0.18461538461538463,0.26877902212510246,math,transparent_same_trace_baseline,0.43846153846153846,peak,2.0923076923076924,213,0.26877902212510246,local,1.9890465140342712,0.36153846153846153
A,max_entropy,0.3380281690140845,max_entropy__persistent_q90_3,0.4457831325301205,0.8084278979260225,0.7256719184430028,0.23076923076923078,0.3041095890410959,math,transparent_same_trace_baseline,0.2230769230769231,persistent_q90_3,2.1153846153846154,213,0.3041095890410959,local,1.918887972831726,0.4
A,max_entropy,0.3680370172628582,max_entropy__step_top5mean,0.4939759036144578,0.8084278979260225,0.7256719184430028,0.23076923076923078,0.31457800511508954,math,transparent_same_trace_baseline,0.4153846153846154,step_top5mean,2.1923076923076925,213,0.31457800511508954,local,1.9726532101631165,0.36923076923076925
A,mind_the_gap,0.2907915993537965,mind_the_gap,0.5301204819277109,0.7975320343161079,0.7289156626506024,0.17692307692307693,0.2653034473718705,math,protocol_reproduction,,paper_evidence_drop,,213,0.2653034473718705,local,0.491589037498396,0.38461538461538464
B,qwen_prm,,qwen_prm,0.9156626506024096,,,0.6538461538461539,0.7629170357248302,math,exact_local_competitor_run,,native_prediction,,213,0.7629170357248302,local,,0.7615384615384615
B,qwen72b_critic,,qwen72b_critic,0.891566265060241,,,0.45384615384615384,0.6015016876765172,math,critic_protocol_different_model,,native_prediction,,213,0.6015016876765172,local,,0.5923076923076923
B,qwen3_judge_control,,qwen3_judge_control,0.6144578313253012,,,0.038461538461538464,0.0723917672107878,math,exact_local_competitor_run,,native_prediction,,213,0.0723917672107878,local,,0.15384615384615385
