access_tier,auprc,auroc,budget,candidate,family,n,n_error,spearman_prefix_final,spearman_score_length
A,0.6064778417220047,0.5186889016676252,16,o_broad28__shortlong_innovation_recovery,gsm8k,84,47,0.5130302723499038,-0.012585302644831256
A,0.6239360365176246,0.554916618746406,32,o_broad28__shortlong_innovation_recovery,gsm8k,84,47,0.7726637643009011,0.10872162493982142
A,0.6079887449681908,0.5411155836687751,64,o_broad28__shortlong_innovation_recovery,gsm8k,84,47,0.8641895312341803,0.1583844644192239
A,0.6183164865162248,0.5785714285714285,128,o_broad28__shortlong_innovation_recovery,gsm8k,79,44,0.9384371957156767,0.18875066968182155
A,0.7007470575544941,0.5597147950089127,256,o_broad28__shortlong_innovation_recovery,gsm8k,50,33,0.9940456182472988,0.16947606090754336
A,nan,nan,512,o_broad28__shortlong_innovation_recovery,gsm8k,3,3,1.0,1.0
A,0.6350817611350498,0.5301897642323173,16,o_broad28__slow_area_persistence,gsm8k,84,47,0.38400323985015694,0.00630783873510046
A,0.6766331473586483,0.5951696377228293,32,o_broad28__slow_area_persistence,gsm8k,84,47,0.7508960210590261,0.19163477325721737
A,0.7142049187742032,0.6336975273145485,64,o_broad28__slow_area_persistence,gsm8k,84,47,0.9010833248962237,0.2875888465999895
A,0.7323925066577297,0.6584415584415585,128,o_broad28__slow_area_persistence,gsm8k,79,44,0.9639483933787731,0.2512537127472858
A,0.7674664241529374,0.5757575757575758,256,o_broad28__slow_area_persistence,gsm8k,50,33,0.9739735894357742,0.13187340981924456
A,nan,nan,512,o_broad28__slow_area_persistence,gsm8k,3,3,1.0,0.5
A,0.6064682436462447,0.5474410580793561,16,o_family6__fast_slow,gsm8k,84,47,0.280672268907563,0.07830629980299673
A,0.6118105607387668,0.5376653248993675,32,o_family6__fast_slow,gsm8k,84,47,0.5412979649691202,0.2230929673984005
A,0.6589819020843869,0.5830937320299021,64,o_family6__fast_slow,gsm8k,84,47,0.6868887313961729,0.335530445975111
A,0.7296199255210578,0.6668831168831169,128,o_family6__fast_slow,gsm8k,79,44,0.7873904576436223,0.2695846928556771
A,0.7765215250883277,0.6096256684491979,256,o_family6__fast_slow,gsm8k,50,33,0.8055222088835534,-0.04528646229408143
A,nan,nan,512,o_family6__fast_slow,gsm8k,3,3,1.0,0.5
A,0.6120446365580571,0.5135135135135135,16,o_family6__level_fast_slow_area_persistence,gsm8k,84,47,0.32202085653538526,0.007543081633466842
A,0.6522322053039553,0.5583668775158137,32,o_family6__level_fast_slow_area_persistence,gsm8k,84,47,0.6410853498025717,0.16460117867821536
A,0.6985772102187604,0.6072455434157562,64,o_family6__level_fast_slow_area_persistence,gsm8k,84,47,0.8059532246633594,0.2701739467213815
A,0.728454050593285,0.6616883116883117,128,o_family6__level_fast_slow_area_persistence,gsm8k,79,44,0.8840555014605648,0.28652806889211835
A,0.7429030415400717,0.5561497326203209,256,o_family6__level_fast_slow_area_persistence,gsm8k,50,33,0.8519087635054022,0.04019593737025044
A,nan,nan,512,o_family6__level_fast_slow_area_persistence,gsm8k,3,3,1.0,0.5
A,0.5876203050344049,0.518688901667625,16,o_family6__level_slow,gsm8k,84,47,0.23057608585602915,0.01985501084997111
A,0.605810632071743,0.5296147211040827,32,o_family6__level_slow,gsm8k,84,47,0.529452262832844,0.19618087212087723
A,0.6825155559456004,0.5830937320299022,64,o_family6__level_slow,gsm8k,84,47,0.6755290067834363,0.3600328051066409
A,0.7424756430387123,0.6681818181818182,128,o_family6__level_slow,gsm8k,79,44,0.7868062317429406,0.26317006701429446
A,0.7700058359289959,0.6024955436720142,256,o_family6__level_slow,gsm8k,50,33,0.7955342136854742,-0.04317341421249121
A,nan,nan,512,o_family6__level_slow,gsm8k,3,3,1.0,0.5
A,0.5938736853386384,0.5117883841288097,16,o_family6__shortlong_innovation_recovery,gsm8k,84,47,0.17288650399919006,-0.04730372804235851
A,0.5508363669361881,0.48533640023001723,32,o_family6__shortlong_innovation_recovery,gsm8k,84,47,0.42800445479396576,0.07291983077077611
A,0.5565985617313877,0.4905117883841287,64,o_family6__shortlong_innovation_recovery,gsm8k,84,47,0.42387364584387976,0.12945750572551282
A,0.6187235905904441,0.5597402597402598,128,o_family6__shortlong_innovation_recovery,gsm8k,79,44,0.7180623174294062,0.24471736725046897
A,0.8022521419090634,0.6648841354723707,256,o_family6__shortlong_innovation_recovery,gsm8k,50,33,0.9851140456182472,0.09840080725405394
A,nan,nan,512,o_family6__shortlong_innovation_recovery,gsm8k,3,3,1.0,0.5
A,0.6040563833075911,0.4945370902817711,16,o_family6__slow_area_persistence,gsm8k,84,47,0.3760656069656778,-0.03200494099783717
A,0.6380598134754037,0.5669925244393329,32,o_family6__slow_area_persistence,gsm8k,84,47,0.7151564240153894,0.14877589466061986
A,0.6877818013399069,0.6020701552616446,64,o_family6__slow_area_persistence,gsm8k,84,47,0.8745773007998381,0.24088249012323443
A,0.7037793828107316,0.637012987012987,128,o_family6__slow_area_persistence,gsm8k,79,44,0.9169668938656281,0.2606748140778933
A,0.7414215507357753,0.5418894830659536,256,o_family6__slow_area_persistence,gsm8k,50,33,0.8764945978391356,0.037554627268262655
A,nan,nan,512,o_family6__slow_area_persistence,gsm8k,3,3,1.0,0.5
A,0.6000136468732352,0.520414031052329,16,o_raw9__fast_slow,gsm8k,84,47,0.2206337956869495,0.04244375598321209
A,0.6149134716385806,0.5255894192064405,32,o_raw9__fast_slow,gsm8k,84,47,0.5582059329755998,0.22075410584493635
A,0.6759168354018628,0.5911443358251869,64,o_raw9__fast_slow,gsm8k,84,47,0.6728966285309304,0.3560435780414249
A,0.719395509846307,0.6461038961038961,128,o_raw9__fast_slow,gsm8k,79,44,0.7933057448880234,0.25617118682682766
A,0.7826810201901717,0.5882352941176471,256,o_raw9__fast_slow,gsm8k,50,33,0.8284753901560624,-0.007875906485927207
A,nan,nan,512,o_raw9__fast_slow,gsm8k,3,3,1.0,0.5
A,0.6229257976858598,0.5066129959746981,16,o_raw9__level_fast_slow_area_persistence,gsm8k,84,47,0.21042826769261924,-0.022122997810906108
A,0.6599136436898806,0.5629672225416906,32,o_raw9__level_fast_slow_area_persistence,gsm8k,84,47,0.6595322466335933,0.18461818859682472
A,0.6916872499830116,0.6037952846463485,64,o_raw9__level_fast_slow_area_persistence,gsm8k,84,47,0.8483952617191456,0.3124253288105857
A,0.7219516780959234,0.6311688311688313,128,o_raw9__level_fast_slow_area_persistence,gsm8k,79,44,0.9269230769230771,0.3240542386624838
A,0.7733686584311534,0.5543672014260249,256,o_raw9__level_fast_slow_area_persistence,gsm8k,50,33,0.895126050420168,0.0570522982029361
A,nan,nan,512,o_raw9__level_fast_slow_area_persistence,gsm8k,3,3,1.0,0.5
A,0.5911903850434063,0.4974123059229442,16,o_raw9__level_slow,gsm8k,84,47,0.2041713070770477,0.028886458926551548
A,0.6024977188975852,0.527889591719379,32,o_raw9__level_slow,gsm8k,84,47,0.5191859876480713,0.20285320876041366
A,0.6695489123091121,0.5710178263369752,64,o_raw9__level_slow,gsm8k,84,47,0.6550572036043333,0.3810015595534997
A,0.7257076667041071,0.6311688311688312,128,o_raw9__level_slow,gsm8k,79,44,0.7842015579357351,0.2374263598899601
A,0.7893709434441856,0.5828877005347594,256,o_raw9__level_slow,gsm8k,50,33,0.7881392557022808,-0.08461797090368132
A,nan,nan,512,o_raw9__level_slow,gsm8k,3,3,1.0,0.5
A,0.5779074852803967,0.4864864864864864,16,o_raw9__shortlong_innovation_recovery,gsm8k,84,47,0.18892376227599472,-0.003199481605604728
A,0.5850441676672177,0.5434157561817137,32,o_raw9__shortlong_innovation_recovery,gsm8k,84,47,0.5007593398805306,0.1659781707616402
A,0.5892664945046194,0.5537665324899367,64,o_raw9__shortlong_innovation_recovery,gsm8k,84,47,0.5429381391110661,0.21047728992819964
A,0.646866849588732,0.6136363636363636,128,o_raw9__shortlong_innovation_recovery,gsm8k,79,44,0.7731499513145083,0.23791323851169693
A,0.7840123662764429,0.6417112299465241,256,o_raw9__shortlong_innovation_recovery,gsm8k,50,33,0.9676350540216085,-0.012150026469143798
A,nan,nan,512,o_raw9__shortlong_innovation_recovery,gsm8k,3,3,1.0,1.0
A,0.6176249329975804,0.5054629097182288,16,o_raw9__slow_area_persistence,gsm8k,84,47,0.35348790118457024,-0.044802867420256076
A,0.6491949410813751,0.5750431282346176,32,o_raw9__slow_area_persistence,gsm8k,84,47,0.7605548243393744,0.16012595440708471
A,0.6792101118717887,0.6055204140310524,64,o_raw9__slow_area_persistence,gsm8k,84,47,0.9540346258985523,0.25553328089320293
A,0.6998305242245123,0.6253246753246753,128,o_raw9__slow_area_persistence,gsm8k,79,44,0.9845910418695227,0.27742343866563984
A,0.7825405893379886,0.5721925133689839,256,o_raw9__slow_area_persistence,gsm8k,50,33,0.9924129651860745,0.17077270404851919
A,nan,nan,512,o_raw9__slow_area_persistence,gsm8k,3,3,1.0,0.5
A,0.6064735581435913,0.5336400230017251,16,step272_twohead,gsm8k,84,47,0.22541257466842157,-0.009092197727319765
A,0.5955979020368908,0.5313398504887866,32,step272_twohead,gsm8k,84,47,0.587040599372279,0.19598849822686937
A,0.6306842998692965,0.562392179413456,64,step272_twohead,gsm8k,84,47,0.6686848233269211,0.2865561025374209
A,0.6911026591138302,0.6181818181818183,128,step272_twohead,gsm8k,79,44,0.8021665043816943,0.2142509374952875
A,0.8374497695235622,0.6809269162210339,256,step272_twohead,gsm8k,50,33,0.8752460984393757,0.0601738465052853
A,nan,nan,512,step272_twohead,gsm8k,3,3,1.0,0.5
A,0.5217624776852497,0.47924394983218516,16,deepconf_w32,math,213,111,0.06857225170809728,-0.025845708706667726
A,0.5501795855706666,0.5509627274333156,32,deepconf_w32,math,213,111,0.18826448374606658,-0.11415177663728074
A,0.5882660084250365,0.5506199268575506,64,deepconf_w32,math,212,111,0.4508729925830581,0.11338937310053968
A,0.6422155188030978,0.5923149015932523,128,deepconf_w32,math,207,110,0.6379084542866729,0.2501005412168745
A,0.7500360001468109,0.6918850380388841,256,deepconf_w32,math,169,91,0.7838670379394362,0.23023502846326072
A,0.8001760014722338,0.6634615384615384,512,deepconf_w32,math,80,52,0.7773323956868261,0.11938794050029285
A,0.5217624776852497,0.47924394983218516,16,deepconf_w64,math,213,111,0.05765309543737473,-0.025845708706667726
A,0.5501795855706666,0.5509627274333156,32,deepconf_w64,math,213,111,0.18731450597430463,-0.11415177663728074
A,0.5942932847889233,0.5281420033895282,64,deepconf_w64,math,212,111,0.4259773071047226,0.018878077456447727
A,0.6197800605309403,0.5616682286785379,128,deepconf_w64,math,207,110,0.6024382786202118,0.1857406344481458
A,0.7271837359660072,0.6756832910679065,256,deepconf_w64,math,169,91,0.7556014121624982,0.19375225702483287
A,0.7883439429016632,0.6524725274725274,512,deepconf_w64,math,80,52,0.7385841537740273,0.11698517908240948
A,0.5391297597620677,0.5102455396573043,16,iu28_registered,math,213,111,0.08760781937259246,0.048199458883419075
A,0.628851682947693,0.592828122239887,32,iu28_registered,math,213,111,0.12767577072379613,0.021677586798536742
A,0.5754326506204192,0.5505307287485506,64,iu28_registered,math,212,111,0.35901953795562425,0.18292931363561907
A,0.5947237888988527,0.5794751640112465,128,iu28_registered,math,207,110,0.641595231137232,0.32110952853668395
A,0.6406200934052426,0.5986193293885602,256,iu28_registered,math,169,91,0.7307493411565811,0.31621343938623403
A,0.7114942317328422,0.5631868131868132,512,iu28_registered,math,80,52,0.8623066104078764,0.14478688680543073
A,0.5235983942962301,0.495848789966437,16,max_entropy,math,213,111,0.09739321132224488,0.05163926156047042
A,0.6099653333983456,0.5701289524818937,32,max_entropy,math,213,111,0.1595416264116173,0.02744888027925736
A,0.5904809681374193,0.566943180804567,64,max_entropy,math,212,111,0.3157080729930868,0.15009261769562937
A,0.6250862850107785,0.6125585754451733,128,max_entropy,math,207,110,0.6019742182680132,0.3140748567846553
A,0.6491667719963894,0.6156663848971542,256,max_entropy,math,169,91,0.6954353338968724,0.3260936720219374
A,0.7346863179592673,0.573489010989011,512,max_entropy,math,80,52,0.796038443506798,0.11934105735067561
A,0.5217624776852497,0.47924394983218516,16,mean_entropy,math,213,111,0.10975906576826502,-0.025845708706667726
A,0.5501795855706666,0.5509627274333156,32,mean_entropy,math,213,111,0.2737041185572259,-0.11415177663728074
A,0.5942932847889233,0.5281420033895282,64,mean_entropy,math,212,111,0.4365252590388077,0.018878077456447727
A,0.6335356500727672,0.5748828491096533,128,mean_entropy,math,207,110,0.5780081393209295,0.12427739701706375
A,0.686626098525027,0.6377852916314454,256,mean_entropy,math,169,91,0.7446074287703248,0.10466482976795241
A,0.7482566158335477,0.5961538461538463,512,mean_entropy,math,80,52,0.8377637130801688,-0.03389651717326201
A,0.5544220954683224,0.501413177883766,16,o_broad28__fast_slow,math,213,111,0.10831733479700278,0.02968537292235103
A,0.5865733273355468,0.5689807454513336,32,o_broad28__fast_slow,math,213,111,0.23541939345471521,-0.012147346493471566
A,0.5812669666810555,0.5664079921505665,64,o_broad28__fast_slow,math,212,111,0.5118256710071751,0.1660424457634427
A,0.6068356562672655,0.564198687910028,128,o_broad28__fast_slow,math,207,110,0.5908042991200442,0.210388029898205
A,0.6973303714329212,0.6514511129895745,256,o_broad28__fast_slow,math,169,91,0.748746954403063,0.20190829707551863
A,0.7580534112331712,0.5940934065934066,512,o_broad28__fast_slow,math,80,52,0.7862400375058602,0.11830962805909641
A,0.5545221562633726,0.5018547959724431,16,o_broad28__level_fast_slow_area_persistence,math,213,111,0.3104080309754843,0.013684081443959306
A,0.5714447568461125,0.5435435435435435,32,o_broad28__level_fast_slow_area_persistence,math,213,111,0.4485621186118651,0.0019067931446253926
A,0.5920591516238121,0.5536526625635536,64,o_broad28__level_fast_slow_area_persistence,math,212,111,0.6574919426241793,0.08580274493539837
A,0.5943072693457091,0.5470477975632615,128,o_broad28__level_fast_slow_area_persistence,math,207,110,0.7467258715675769,0.14023275502680974
A,0.6544135553460853,0.627359819667512,256,o_broad28__level_fast_slow_area_persistence,math,169,91,0.8558177117000648,0.14248145747438598
A,0.6902737896656075,0.5240384615384616,512,o_broad28__level_fast_slow_area_persistence,math,80,52,0.8639006094702298,0.008075622521568994
A,0.556352463152595,0.5053877406818583,16,o_broad28__level_slow,math,213,111,0.14159884363490052,0.04114786339546382
A,0.5821056833995976,0.5614732379438261,32,o_broad28__level_slow,math,213,111,0.2678850390298057,-0.008557906190938387
A,0.5694729299179891,0.5488359646775488,64,o_broad28__level_slow,math,212,111,0.5029943588923328,0.13526560009231825
A,0.5996170385086584,0.5595126522961574,128,o_broad28__level_slow,math,207,110,0.624592763364397,0.20402712803414827
A,0.688614840354373,0.6407438715131023,256,o_broad28__level_slow,math,169,91,0.7735940530058178,0.18995082881648098
A,0.7488668080618224,0.5975274725274725,512,o_broad28__level_slow,math,80,52,0.8043366150961089,0.10900332286007496
A,0.5450873304295156,0.5042395336512984,16,o_broad28__shortlong_innovation_recovery,math,213,111,0.18885930642930052,0.03928950068564168
A,0.603316281756211,0.575075075075075,32,o_broad28__shortlong_innovation_recovery,math,213,111,0.3115753239237931,0.025636464392197276
A,0.5418408237804734,0.5336722861475336,64,o_broad28__shortlong_innovation_recovery,math,212,111,0.602642592566937,0.24601073250836847
A,0.580628612045618,0.5698219306466729,128,o_broad28__shortlong_innovation_recovery,math,207,110,0.7417510904741804,0.4208071776828022
A,0.594280061378816,0.5877712031558184,256,o_broad28__shortlong_innovation_recovery,math,169,91,0.863649246680921,0.3559792624591475
A,0.6434105437899664,0.48420329670329665,512,o_broad28__shortlong_innovation_recovery,math,80,52,0.8911157993436475,0.3373477030708255
A,0.546369714395952,0.49717364423246774,16,o_broad28__slow_area_persistence,math,213,111,0.4385184320523742,-0.007060909033109725
A,0.5571908541436863,0.5285285285285285,32,o_broad28__slow_area_persistence,math,213,111,0.558236741911529,-0.009844417228276002
A,0.5866254185749014,0.547052002497547,64,o_broad28__slow_area_persistence,math,212,111,0.7440972401519912,0.04233933750439677
A,0.5966086002316935,0.5450796626054358,128,o_broad28__slow_area_persistence,math,207,110,0.8343236895368596,0.10782212339766788
A,0.645663469098422,0.6208791208791209,256,o_broad28__slow_area_persistence,math,169,91,0.9094848590323703,0.13397486060396338
A,0.6664018974405433,0.521978021978022,512,o_broad28__slow_area_persistence,math,80,52,0.9345757149554618,0.04395295276615926
A,0.5352102500898229,0.4960254372019078,16,o_family6__fast_slow,math,213,111,0.16666708060033628,0.046899908882865195
A,0.5806482057218362,0.56235647412118,32,o_family6__fast_slow,math,213,111,0.22610216048539516,-0.011325891810847212
A,0.5979679661022324,0.5756845954865756,64,o_family6__fast_slow,math,212,111,0.4798656915111342,0.23554712135964825
A,0.6246659991568876,0.5822867853795689,128,o_family6__fast_slow,math,207,110,0.6013667456786916,0.26235287074593916
A,0.7073617279701241,0.6508875739644971,256,o_family6__fast_slow,math,169,91,0.7229327233852122,0.2221013643797922
A,0.7368361349641669,0.5920329670329669,512,o_family6__fast_slow,math,80,52,0.7525082044069387,0.14658016727829
A,0.5334591999067508,0.490990990990991,16,o_family6__level_fast_slow_area_persistence,math,213,111,0.2661825298466872,0.014611089638334332
A,0.56041451323224,0.5361243596537715,32,o_family6__level_fast_slow_area_persistence,math,213,111,0.38076226713126576,0.005295681774832294
A,0.5912975105343539,0.549014360895549,64,o_family6__level_fast_slow_area_persistence,math,212,111,0.6007131045235915,0.1441309538327903
A,0.5996661635279245,0.5511715089034676,128,o_family6__level_fast_slow_area_persistence,math,207,110,0.6893474472621792,0.18983060708135724
A,0.663716355560243,0.6222879684418146,256,o_family6__level_fast_slow_area_persistence,math,169,91,0.7663915270250112,0.13920462138634948
A,0.7002150563707412,0.529532967032967,512,o_family6__level_fast_slow_area_persistence,math,80,52,0.785419596812002,0.09255905813182923
A,0.5377075079024796,0.4942589648472001,16,o_family6__level_slow,math,213,111,0.15169716943878042,0.04934999216150141
A,0.5896380234365044,0.5588235294117648,32,o_family6__level_slow,math,213,111,0.25560859425642196,0.02152360285198282
A,0.5976604661003566,0.5564178039425564,64,o_family6__level_slow,math,212,111,0.47556086766508016,0.2200519591108874
A,0.635825032803333,0.5838800374882849,128,o_family6__level_slow,math,207,110,0.6328240845969845,0.2903001151051623
A,0.705442099147593,0.6441251056635672,256,o_family6__level_slow,math,169,91,0.7207050867684353,0.24692128446087608
A,0.7258495663013418,0.5645604395604396,512,o_family6__level_slow,math,80,52,0.7415377402719177,0.1660483951568475
A,0.5239231658062353,0.4913442854619325,16,o_family6__shortlong_innovation_recovery,math,213,111,0.04779692083021848,0.04371653914906696
A,0.5792461193012262,0.5550256138491433,32,o_family6__shortlong_innovation_recovery,math,213,111,0.14759425890557593,0.009084431943671156
A,0.5440532815252678,0.5326911069485327,64,o_family6__shortlong_innovation_recovery,math,212,111,0.5345878364166939,0.23599045201977698
A,0.6117257211150531,0.5799437675726337,128,o_family6__shortlong_innovation_recovery,math,207,110,0.7475944626641123,0.4054457654176741
A,0.5998292558971383,0.5491687799380107,256,o_family6__shortlong_innovation_recovery,math,169,91,0.8498234796877332,0.35544969790167275
A,0.7197036542789251,0.5260989010989011,512,o_family6__shortlong_innovation_recovery,math,80,52,0.9372480075011721,0.2390454591108848
A,0.522050024245061,0.4821586292174527,16,o_family6__slow_area_persistence,math,213,111,0.3585725249043192,-0.02746626556354571
A,0.5356823963998261,0.5188129305776364,32,o_family6__slow_area_persistence,math,213,111,0.4972022223270854,-0.005686229768309783
A,0.5742446943120516,0.5441976630095442,64,o_family6__slow_area_persistence,math,212,111,0.690021196660424,0.0717874506572377
A,0.5904605424121995,0.5464854732895971,128,o_family6__slow_area_persistence,math,207,110,0.7833230509465208,0.13443941635151657
A,0.6530005649551303,0.6234150464919695,256,o_family6__slow_area_persistence,math,169,91,0.8601834816766943,0.12123423349232217
A,0.6941625903124629,0.532967032967033,512,o_family6__slow_area_persistence,math,80,52,0.852062822315987,0.04097587276546474
A,0.5426082042050522,0.49629040805511393,16,o_raw9__fast_slow,math,213,111,0.1097776927833976,0.028415626266291464
A,0.5835939966241442,0.580374492139198,32,o_raw9__fast_slow,math,213,111,0.22075869074436033,-0.05588189182983717
A,0.5889718683473104,0.5796093122825795,64,o_raw9__fast_slow,math,212,111,0.4803405067802865,0.19358373329288903
A,0.6181897769165701,0.5869728209934395,128,o_raw9__fast_slow,math,207,110,0.5938768386531156,0.23710138241439507
A,0.7110926968108192,0.6672302056917441,256,o_raw9__fast_slow,math,169,91,0.7646710755308043,0.2196238475651273
A,0.765724451272033,0.5920329670329669,512,o_raw9__fast_slow,math,80,52,0.7348335677449602,0.16759553909421632
A,0.5381349531729931,0.4930224341989048,16,o_raw9__level_fast_slow_area_persistence,math,213,111,0.30356446561577183,0.001715555017453585
A,0.5597500435952762,0.5423070128952481,32,o_raw9__level_fast_slow_area_persistence,math,213,111,0.47750104932185244,-0.009358871074222903
A,0.5925796071762485,0.5596289358665596,64,o_raw9__level_fast_slow_area_persistence,math,212,111,0.6872289806081414,0.08411947383522209
A,0.5995819844250172,0.5670103092783505,128,o_raw9__level_fast_slow_area_persistence,math,207,110,0.7712899524845493,0.12487540161642843
A,0.6594015755688405,0.644406875176106,256,o_raw9__level_fast_slow_area_persistence,math,169,91,0.85735169807568,0.11674287962810521
A,0.6989726627273862,0.5432692307692308,512,o_raw9__level_fast_slow_area_persistence,math,80,52,0.8538912330051571,0.086862755453335
A,0.5448932409839324,0.49690867337926165,16,o_raw9__level_slow,math,213,111,0.14367886032470611,0.033385954863727564
A,0.5704260097710083,0.5675675675675677,32,o_raw9__level_slow,math,213,111,0.2745920062785459,-0.009559422746549185
A,0.5872655422928458,0.5612345018285612,64,o_raw9__level_slow,math,212,111,0.45621812786762606,0.15898190121605155
A,0.6246857488053241,0.5912839737582006,128,o_raw9__level_slow,math,207,110,0.6279967745776103,0.23039006609052967
A,0.7140216662064812,0.6622992392223161,256,o_raw9__level_slow,math,169,91,0.7624857043409081,0.2201733018712396
A,0.7697651780968361,0.6085164835164835,512,o_raw9__level_slow,math,80,52,0.7514533520862635,0.15813686365893884
A,0.5496990530361263,0.5068009185656245,16,o_raw9__shortlong_innovation_recovery,math,213,111,0.05533713655588973,0.037309440985801114
A,0.6098265115462066,0.5728669846316905,32,o_raw9__shortlong_innovation_recovery,math,213,111,0.16807900834738637,0.005307478932027957
