abstentions,access_tier,auprc,auroc,base_candidate,budget,calibration_f1,candidate,clean_abstention,coverage,detector_auprc,detector_auroc,exact_error,f1,family,fidelity,late_location_rate,locator,mean_absolute_step_error,model,n,n_error,primary,requested_n,task,threshold,within_one
,A,,,,,,mean_entropy,,,,,,,gsm8k,,,,,qwen3_8b,0,,0.7487872487872488,,online,,
,A,0.5462166461992439,0.47539847539847535,,16,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,76,37,0.47539847539847535,,online_budget,,
,A,0.6781300640872583,0.6708246708246708,,32,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,76,37,0.6708246708246708,,online_budget,,
,A,0.7618304964186795,0.7636867636867637,,64,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,76,37,0.7636867636867637,,online_budget,,
,A,0.7790839860491618,0.7726957726957726,,128,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,76,37,0.7726957726957726,,online_budget,,
,A,0.8942905085462429,0.8116883116883118,,256,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,36,22,0.8116883116883118,,online_budget,,
,A,nan,nan,,512,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,4,4,nan,,online_budget,,
,A,,,,,,step272_twohead,,,,,,,gsm8k,,,,,qwen3_8b,0,,0.7681912681912682,,online,,
,A,0.5718587022714929,0.49842995169082127,,16,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,182,90,0.49842995169082127,,online_budget,,
,A,0.5530704628625032,0.5251207729468599,,32,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,182,90,0.5251207729468599,,online_budget,,
,A,0.5804832555144845,0.6036231884057971,,64,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,182,90,0.6036231884057971,,online_budget,,
,A,0.5583606218353174,0.5766073007452317,,128,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,178,87,0.5766073007452317,,online_budget,,
,A,0.5837931761284083,0.5746835443037974,,256,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,149,79,0.5746835443037974,,online_budget,,
,A,0.686354924864519,0.5715287517531557,,512,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,77,46,0.5715287517531557,,online_budget,,
,A,,,,,,deepconf_w32,,,,,,,math,,,,,qwen3_8b,0,,0.5901152445755145,,online,,
,A,0.5718587022714929,0.49842995169082127,,16,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,182,90,0.49842995169082127,,online_budget,,
,A,0.5530704628625032,0.5251207729468599,,32,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,182,90,0.5251207729468599,,online_budget,,
,A,0.5786084357852569,0.5783816425120772,,64,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,182,90,0.5783816425120772,,online_budget,,
,A,0.5469548736198119,0.5734495389667805,,128,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,178,87,0.5734495389667805,,online_budget,,
,A,0.5634836383028268,0.5576853526220615,,256,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,149,79,0.5576853526220615,,online_budget,,
,A,0.6841781412731034,0.5504908835904628,,512,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,77,46,0.5504908835904628,,online_budget,,
,A,,,,,,deepconf_w64,,,,,,,math,,,,,qwen3_8b,0,,0.5759155907394289,,online,,
,A,0.5865989545183153,0.5818840579710144,,16,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,182,90,0.5818840579710144,,online_budget,,
,A,0.5724650631862922,0.5449275362318841,,32,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,182,90,0.5449275362318841,,online_budget,,
,A,0.5857360688249231,0.605072463768116,,64,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,182,90,0.605072463768116,,online_budget,,
,A,0.5492205388944046,0.5619552860932171,,128,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,178,87,0.5619552860932171,,online_budget,,
,A,0.5776980253204732,0.5672694394213382,,256,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,149,79,0.5672694394213382,,online_budget,,
,A,0.6766034386757193,0.5490883590462833,,512,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,77,46,0.5490883590462833,,online_budget,,
,A,,,,,,finalist_global_detector_local_locator,,,,,,,math,,,,,qwen3_8b,0,,0.5835138749306665,,online,,
,A,0.5730144306565066,0.5365942028985506,,16,,iu28_registered,,,,,,,math,,,,,qwen3_8b,182,90,0.5365942028985506,,online_budget,,
,A,0.5691325369338958,0.5408212560386473,,32,,iu28_registered,,,,,,,math,,,,,qwen3_8b,182,90,0.5408212560386473,,online_budget,,
,A,0.5679050463914345,0.5695652173913044,,64,,iu28_registered,,,,,,,math,,,,,qwen3_8b,182,90,0.5695652173913044,,online_budget,,
,A,0.541287485690332,0.535051155740811,,128,,iu28_registered,,,,,,,math,,,,,qwen3_8b,178,87,0.535051155740811,,online_budget,,
,A,0.5746917566962619,0.5732368896925858,,256,,iu28_registered,,,,,,,math,,,,,qwen3_8b,149,79,0.5732368896925858,,online_budget,,
,A,0.6770804155341407,0.5694249649368864,,512,,iu28_registered,,,,,,,math,,,,,qwen3_8b,77,46,0.5694249649368864,,online_budget,,
,A,,,,,,iu28_registered,,,,,,,math,,,,,qwen3_8b,0,,0.5523081865660577,,online,,
,A,0.5664105112158383,0.5297101449275362,,16,,max_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.5297101449275362,,online_budget,,
,A,0.5541292749024,0.533695652173913,,32,,max_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.533695652173913,,online_budget,,
,A,0.5376428348923447,0.5644927536231884,,64,,max_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.5644927536231884,,online_budget,,
,A,0.5149825783619645,0.5149677908298598,,128,,max_entropy,,,,,,,math,,,,,qwen3_8b,178,87,0.5149677908298598,,online_budget,,
,A,0.5757908016506215,0.5491862567811936,,256,,max_entropy,,,,,,,math,,,,,qwen3_8b,149,79,0.5491862567811936,,online_budget,,
,A,0.6998782280083635,0.6107994389901823,,512,,max_entropy,,,,,,,math,,,,,qwen3_8b,77,46,0.6107994389901823,,online_budget,,
,A,,,,,,max_entropy,,,,,,,math,,,,,qwen3_8b,0,,0.539730272226524,,online,,
,A,0.5718587022714929,0.49842995169082127,,16,,mean_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.49842995169082127,,online_budget,,
,A,0.5530704628625032,0.5251207729468599,,32,,mean_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.5251207729468599,,online_budget,,
,A,0.5786084357852569,0.5783816425120772,,64,,mean_entropy,,,,,,,math,,,,,qwen3_8b,182,90,0.5783816425120772,,online_budget,,
,A,0.5228994588753698,0.5443981306050272,,128,,mean_entropy,,,,,,,math,,,,,qwen3_8b,178,87,0.5443981306050272,,online_budget,,
,A,0.5749959335094987,0.5788426763110307,,256,,mean_entropy,,,,,,,math,,,,,qwen3_8b,149,79,0.5788426763110307,,online_budget,,
,A,0.7053925317708106,0.5953716690042077,,512,,mean_entropy,,,,,,,math,,,,,qwen3_8b,77,46,0.5953716690042077,,online_budget,,
,A,,,,,,mean_entropy,,,,,,,math,,,,,qwen3_8b,0,,0.5613898865585523,,online,,
,A,0.596641578922583,0.5670289855072463,,16,,step272_twohead,,,,,,,math,,,,,qwen3_8b,182,90,0.5670289855072463,,online_budget,,
,A,0.5638816625504409,0.5560386473429951,,32,,step272_twohead,,,,,,,math,,,,,qwen3_8b,182,90,0.5560386473429951,,online_budget,,
,A,0.587774587964395,0.6077294685990338,,64,,step272_twohead,,,,,,,math,,,,,qwen3_8b,182,90,0.6077294685990338,,online_budget,,
,A,0.5550917285412927,0.563597322218012,,128,,step272_twohead,,,,,,,math,,,,,qwen3_8b,178,87,0.563597322218012,,online_budget,,
,A,0.591380924219278,0.5839059674502712,,256,,step272_twohead,,,,,,,math,,,,,qwen3_8b,149,79,0.5839059674502712,,online_budget,,
,A,0.7238840406007995,0.6171107994389902,,512,,step272_twohead,,,,,,,math,,,,,qwen3_8b,77,46,0.6171107994389902,,online_budget,,
,A,,,,,,step272_twohead,,,,,,,math,,,,,qwen3_8b,0,,0.5856633954085229,,online,,
,A,0.4356037399579408,0.452300785634119,,16,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.452300785634119,,online_budget,,
,A,0.42907706672035,0.48282828282828283,,32,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.48282828282828283,,online_budget,,
,A,0.4470092552934848,0.5132435465768799,,64,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5132435465768799,,online_budget,,
,A,0.4344697032060445,0.5326599326599326,,128,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5326599326599326,,online_budget,,
,A,0.4596768651795891,0.5637485970819304,,256,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5637485970819304,,online_budget,,
,A,0.48203607074499,0.5756275477365372,,512,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.5756275477365372,,online_budget,,
,A,,,,,,deepconf_w32,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5229517396184062,,online,,
,A,0.4356037399579408,0.452300785634119,,16,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.452300785634119,,online_budget,,
,A,0.42907706672035,0.48282828282828283,,32,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.48282828282828283,,online_budget,,
,A,0.4203929384058095,0.5037037037037038,,64,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5037037037037038,,online_budget,,
,A,0.42935442823974423,0.5425364758698092,,128,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5425364758698092,,online_budget,,
,A,0.46383395288711354,0.5694725028058362,,256,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5694725028058362,,online_budget,,
,A,0.5001156784247267,0.6018021883715942,,512,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.6018021883715942,,online_budget,,
,A,,,,,,deepconf_w64,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5231200897867565,,online,,
,A,0.4064270558146412,0.43984287317620646,,16,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.43984287317620646,,online_budget,,
,A,0.43742762679829994,0.4979797979797979,,32,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.4979797979797979,,online_budget,,
,A,0.4284949243066488,0.5095398428731762,,64,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5095398428731762,,online_budget,,
,A,0.42164364450165537,0.5114478114478115,,128,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5114478114478115,,online_budget,,
,A,0.4686826327243556,0.5629629629629629,,256,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5629629629629629,,online_budget,,
,A,0.48556406985361217,0.5925767002789102,,512,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.5925767002789102,,online_budget,,
,A,,,,,,finalist_global_detector_local_locator,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5104938271604939,,online,,
,A,0.4095646890534732,0.4367003367003367,,16,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.4367003367003367,,online_budget,,
,A,0.444082319114135,0.5221099887766555,,32,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5221099887766555,,online_budget,,
,A,0.4626974512518454,0.5593714927048261,,64,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5593714927048261,,online_budget,,
,A,0.502878772282677,0.57003367003367,,128,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.57003367003367,,online_budget,,
,A,0.5434906021353925,0.6255892255892257,,256,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.6255892255892257,,online_budget,,
,A,0.5121601364588734,0.5668311521132803,,512,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.5668311521132803,,online_budget,,
,A,,,,,,iu28_registered,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5647025813692481,,online,,
,A,0.4238256209556794,0.4551066217732884,,16,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.4551066217732884,,online_budget,,
,A,0.45528963300958425,0.5188552188552189,,32,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5188552188552189,,online_budget,,
,A,0.48270306967243815,0.5511784511784512,,64,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5511784511784512,,online_budget,,
,A,0.4590866236351227,0.5285072951739618,,128,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5285072951739618,,online_budget,,
,A,0.49538394743027464,0.6049382716049383,,256,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.6049382716049383,,online_budget,,
,A,0.47269025674044474,0.5771293713795322,,512,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.5771293713795322,,online_budget,,
,A,,,,,,max_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5398428731762065,,online,,
,A,0.4356037399579408,0.452300785634119,,16,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.452300785634119,,online_budget,,
,A,0.42907706672035,0.48282828282828283,,32,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.48282828282828283,,online_budget,,
,A,0.4203929384058095,0.5037037037037038,,64,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5037037037037038,,online_budget,,
,A,0.42921995741857544,0.5374859708193042,,128,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5374859708193042,,online_budget,,
,A,0.48562922868060554,0.5961840628507296,,256,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5961840628507296,,online_budget,,
,A,0.4989172524584598,0.6281913752413645,,512,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.6281913752413645,,online_budget,,
,A,,,,,,mean_entropy,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5205948372615039,,online,,
,A,0.413310083877485,0.44826038159371495,,16,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.44826038159371495,,online_budget,,
,A,0.44260489550898063,0.5163860830527497,,32,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5163860830527497,,online_budget,,
,A,0.4405124797414598,0.5274971941638608,,64,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5274971941638608,,online_budget,,
,A,0.44711990628273707,0.5276094276094276,,128,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.5276094276094276,,online_budget,,
,A,0.49742285006411685,0.6056116722783389,,256,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,191,81,0.6056116722783389,,online_budget,,
,A,0.49933246081567256,0.6013730959021669,,512,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,138,59,0.6013730959021669,,online_budget,,
,A,,,,,,step272_twohead,,,,,,,olympiadbench,,,,,qwen3_8b,0,,0.5275533108866441,,online,,
,A,0.5953049316054353,0.5533418278698019,,16,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5533418278698019,,online_budget,,
,A,0.5788041162743298,0.553689331634426,,32,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.553689331634426,,online_budget,,
,A,0.5361914696851695,0.5058496467045059,,64,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5058496467045059,,online_budget,,
,A,0.523833394718895,0.5198656318776786,,128,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5198656318776786,,online_budget,,
,A,0.5576864315051423,0.5305506663314056,,256,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5305506663314056,,online_budget,,
,A,0.5841841259331164,0.515803939532753,,512,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.515803939532753,,online_budget,,
,A,,,,,,deepconf_w32,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5128576392910923,,online,,
,A,0.5953049316054353,0.5533418278698019,,16,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5533418278698019,,online_budget,,
,A,0.5788041162743298,0.553689331634426,,32,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.553689331634426,,online_budget,,
,A,0.5678720713282246,0.5358508050503881,,64,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5358508050503881,,online_budget,,
,A,0.5461848898697418,0.5400208502258774,,128,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5400208502258774,,online_budget,,
,A,0.5854307487766653,0.5531807895398541,,256,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5531807895398541,,online_budget,,
,A,0.5942010632988579,0.5261108566193312,,512,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.5261108566193312,,online_budget,,
,A,,,,,,deepconf_w64,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5379358276381327,,online,,
,A,0.589682847918482,0.5199814664658868,,16,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5199814664658868,,online_budget,,
,A,0.5795523549435531,0.5292482335225298,,32,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5292482335225298,,online_budget,,
,A,0.5438963252318179,0.5073554963512105,,64,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5073554963512105,,online_budget,,
,A,0.5482144224985344,0.5249623537588324,,128,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5249623537588324,,online_budget,,
,A,0.5624562896526052,0.5346995222529545,,256,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5346995222529545,,online_budget,,
,A,0.5813592764612558,0.5345854328905176,,512,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.5345854328905176,,online_budget,,
,A,,,,,,finalist_global_detector_local_locator,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5161589250550214,,online,,
,A,0.6089873189921966,0.5302907448164021,,16,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5302907448164021,,online_budget,,
,A,0.612355703952196,0.5702536777481757,,32,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5702536777481757,,online_budget,,
,A,0.5936481340329488,0.5745395575118731,,64,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5745395575118731,,online_budget,,
,A,0.5688252763965735,0.5403683539905015,,128,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5403683539905015,,online_budget,,
,A,0.5972559198217756,0.5795825999497107,,256,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5795825999497107,,online_budget,,
,A,0.570242101595179,0.5600091617040769,,512,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.5600091617040769,,online_budget,,
,A,,,,,,iu28_registered,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5574539557511873,,online,,
,A,0.6025214154088675,0.5404841885787096,,16,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5404841885787096,,online_budget,,
,A,0.6002426868661044,0.5775512568052821,,32,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5775512568052821,,online_budget,,
,A,0.5802389741074471,0.5792887756284025,,64,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5792887756284025,,online_budget,,
,A,0.5553154147578279,0.5489401135178964,,128,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5489401135178964,,online_budget,,
,A,0.5550653357218062,0.5412371134020618,,256,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5412371134020618,,online_budget,,
,A,0.5591897627726838,0.5080164910673386,,512,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.5080164910673386,,online_budget,,
,A,,,,,,max_entropy,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5641144445731494,,online,,
,A,0.5953049316054353,0.5533418278698019,,16,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5533418278698019,,online_budget,,
,A,0.5788041162743298,0.553689331634426,,32,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.553689331634426,,online_budget,,
,A,0.5678720713282246,0.5358508050503881,,64,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5358508050503881,,online_budget,,
,A,0.5604544844694286,0.5440750608131588,,128,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5440750608131588,,online_budget,,
,A,0.5702917323473059,0.5442544631631884,,256,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5442544631631884,,online_budget,,
,A,0.5841921037091441,0.527027027027027,,512,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.527027027027027,,online_budget,,
,A,,,,,,mean_entropy,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5399629329317734,,online,,
,A,0.6151992214477965,0.5379358276381327,,16,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5379358276381327,,online_budget,,
,A,0.6056690957043168,0.5643461137495657,,32,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5643461137495657,,online_budget,,
,A,0.5738174060306149,0.5532259932815939,,64,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5532259932815939,,online_budget,,
,A,0.5624391191936128,0.5489401135178965,,128,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,186,97,0.5489401135178965,,online_budget,,
,A,0.5694675756776839,0.5569524767412622,,256,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,179,97,0.5569524767412622,,online_budget,,
,A,0.5894768815201349,0.548327989005955,,512,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,133,74,0.548327989005955,,online_budget,,
,A,,,,,,step272_twohead,,,,,,,omnimath,,,,,qwen3_8b,0,,0.5510830533997453,,online,,
,A,0.5939743614756676,0.5952875952875952,,16,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.5952875952875952,,online_budget,,
,A,0.6624200650460346,0.6576576576576577,,32,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6576576576576577,,online_budget,,
,A,0.751348777176597,0.760914760914761,,64,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.760914760914761,,online_budget,,
,A,0.7512562209535538,0.7552958363769176,,128,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,74,37,0.7552958363769176,,online_budget,,
,A,0.8438493784604189,0.7482993197278911,,256,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,35,21,0.7482993197278911,,online_budget,,
,A,nan,nan,,512,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,2,2,nan,,online_budget,,
,A,,,,,,deepconf_w32,,,,,,,gsm8k,,,,,llama31_8b,0,,0.7581052986458392,,online,,
,A,0.5939743614756676,0.5952875952875952,,16,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.5952875952875952,,online_budget,,
,A,0.6624200650460346,0.6576576576576577,,32,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6576576576576577,,online_budget,,
,A,0.7491365109078261,0.7657657657657658,,64,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.7657657657657658,,online_budget,,
,A,0.7721049010786778,0.7742878013148283,,128,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,74,37,0.7742878013148283,,online_budget,,
,A,0.8578969096949394,0.7585034013605442,,256,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,35,21,0.7585034013605442,,online_budget,,
,A,nan,nan,,512,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,2,2,nan,,online_budget,,
,A,,,,,,deepconf_w64,,,,,,,gsm8k,,,,,llama31_8b,0,,0.7700267835402971,,online,,
,A,0.5206625886805474,0.4566874566874567,,16,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.4566874566874567,,online_budget,,
,A,0.5974565582183735,0.6098406098406098,,32,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6098406098406098,,online_budget,,
,A,0.7010382373719437,0.7054747054747055,,64,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.7054747054747055,,online_budget,,
,A,0.7602543075120702,0.7282688093498904,,128,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,74,37,0.7282688093498904,,online_budget,,
,A,0.8644175228066626,0.7619047619047619,,256,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,35,21,0.7619047619047619,,online_budget,,
,A,nan,nan,,512,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,2,2,nan,,online_budget,,
,A,,,,,,finalist_global_detector_local_locator,,,,,,,gsm8k,,,,,llama31_8b,0,,0.7168717574122979,,online,,
,A,0.5899460896396231,0.5460845460845462,,16,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.5460845460845462,,online_budget,,
,A,0.5671495251311306,0.5758835758835759,,32,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.5758835758835759,,online_budget,,
,A,0.639778633523802,0.6999306999306999,,64,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6999306999306999,,online_budget,,
,A,0.6462901493291188,0.6866325785244705,,128,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,74,37,0.6866325785244705,,online_budget,,
,A,0.777898138129635,0.6632653061224489,,256,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,35,21,0.6632653061224489,,online_budget,,
,A,nan,nan,,512,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,2,2,nan,,online_budget,,
,A,,,,,,iu28_registered,,,,,,,gsm8k,,,,,llama31_8b,0,,0.6932816392275851,,online,,
,A,0.6166657929630446,0.5606375606375607,,16,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.5606375606375607,,online_budget,,
,A,0.6055441621505946,0.6271656271656272,,32,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6271656271656272,,online_budget,,
,A,0.6496383558526704,0.6957726957726957,,64,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,76,37,0.6957726957726957,,online_budget,,
,A,0.5973154998510132,0.6245434623813002,,128,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,74,37,0.6245434623813002,,online_budget,,
,A,0.7621926508989953,0.7040816326530612,,256,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,35,21,0.7040816326530612,,online_budget,,
,A,nan,nan,,512,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,2,2,nan,,online_budget,,
,A,,,,,,max_entropy,,,,,,,gsm8k,,,,,llama31_8b,0,,0.660158079076998,,online,,
