calibration_false_warning,candidate,development_error_coverage,development_false_warning,development_overall_coverage,development_warning_precision,family,mean_first_warning_budget,mean_potential_tokens_remaining,n,n_calibration_clean,target_false_warning,threshold
0.04395604395604396,mean_entropy,0.10638297872340426,0.0,0.05952380952380952,1.0,gsm8k,76.8,306.6,84,91,0.05,0.4772638287522568
0.0989010989010989,mean_entropy,0.23404255319148937,0.02702702702702703,0.14285714285714285,0.9166666666666666,gsm8k,66.66666666666667,289.4166666666667,84,91,0.1,0.4441405003219643
0.04395604395604396,max_entropy,0.10638297872340426,0.0,0.05952380952380952,1.0,gsm8k,243.2,170.2,84,91,0.05,2.2215805053710938
0.0989010989010989,max_entropy,0.2127659574468085,0.05405405405405406,0.14285714285714285,0.8333333333333334,gsm8k,168.0,212.16666666666666,84,91,0.1,2.0462441444396973
0.04395604395604396,deepconf_w32,0.2127659574468085,0.0,0.11904761904761904,1.0,gsm8k,236.8,112.8,84,91,0.05,0.6285295492402838
0.0989010989010989,deepconf_w32,0.3404255319148936,0.08108108108108109,0.2261904761904762,0.8421052631578947,gsm8k,152.42105263157896,191.94736842105263,84,91,0.1,0.5621587797650562
0.04395604395604396,deepconf_w64,0.23404255319148937,0.02702702702702703,0.14285714285714285,0.9166666666666666,gsm8k,204.0,152.25,84,91,0.05,0.5104486212573605
0.0989010989010989,deepconf_w64,0.3617021276595745,0.05405405405405406,0.2261904761904762,0.8947368421052632,gsm8k,135.57894736842104,207.21052631578948,84,91,0.1,0.4674241786407016
0.04395604395604396,iu28_registered,0.0851063829787234,0.0,0.047619047619047616,1.0,gsm8k,288.0,162.0,84,91,0.05,1.3608287743936707
0.0989010989010989,iu28_registered,0.2127659574468085,0.08108108108108109,0.15476190476190477,0.7692307692307693,gsm8k,164.92307692307693,204.15384615384616,84,91,0.1,1.1148071163108872
0.04395604395604396,step272_twohead,0.2553191489361702,0.05405405405405406,0.16666666666666666,0.8571428571428571,gsm8k,180.57142857142858,146.71428571428572,84,91,0.05,0.8347711340752733
0.0989010989010989,step272_twohead,0.2978723404255319,0.08108108108108109,0.20238095238095238,0.8235294117647058,gsm8k,182.58823529411765,154.11764705882354,84,91,0.1,0.7622574097191066
0.04395604395604396,o_family6__fast_slow,0.2127659574468085,0.02702702702702703,0.13095238095238096,0.9090909090909091,gsm8k,232.72727272727272,113.36363636363636,84,91,0.05,1.4071061445811006
0.0989010989010989,o_family6__fast_slow,0.3404255319148936,0.16216216216216217,0.2619047619047619,0.7272727272727273,gsm8k,199.27272727272728,140.36363636363637,84,91,0.1,1.1473122622174956
0.04807692307692308,mean_entropy,0.14414414414414414,0.058823529411764705,0.10328638497652583,0.7272727272727273,math,81.45454545454545,547.1818181818181,213,208,0.05,0.511563768273902
0.09615384615384616,mean_entropy,0.21621621621621623,0.11764705882352941,0.16901408450704225,0.6666666666666666,math,87.55555555555556,505.55555555555554,213,208,0.1,0.4741620635313062
0.04807692307692308,max_entropy,0.13513513513513514,0.029411764705882353,0.08450704225352113,0.8333333333333334,math,380.44444444444446,510.5,213,208,0.05,2.388606309890747
0.09615384615384616,max_entropy,0.21621621621621623,0.08823529411764706,0.15492957746478872,0.7272727272727273,math,269.57575757575756,541.6969696969697,213,208,0.1,2.318091869354248
0.04807692307692308,deepconf_w32,0.2072072072072072,0.0392156862745098,0.1267605633802817,0.8518518518518519,math,257.18518518518516,522.4444444444445,213,208,0.05,0.8757865468359682
0.09615384615384616,deepconf_w32,0.2882882882882883,0.08823529411764706,0.19248826291079812,0.7804878048780488,math,234.9268292682927,518.8536585365854,213,208,0.1,0.7622959600911552
0.04807692307692308,deepconf_w64,0.1981981981981982,0.0784313725490196,0.14084507042253522,0.7333333333333333,math,265.6,481.6333333333333,213,208,0.05,0.6535465864519949
0.09615384615384616,deepconf_w64,0.2882882882882883,0.11764705882352941,0.20657276995305165,0.7272727272727273,math,201.45454545454547,527.4090909090909,213,208,0.1,0.5810765527805002
0.04807692307692308,iu28_registered,0.13513513513513514,0.058823529411764705,0.09859154929577464,0.7142857142857143,math,347.42857142857144,484.7142857142857,213,208,0.05,1.2929490477534338
0.09615384615384616,iu28_registered,0.23423423423423423,0.09803921568627451,0.16901408450704225,0.7222222222222222,math,287.1111111111111,502.19444444444446,213,208,0.1,1.191882552764946
0.04807692307692308,step272_twohead,0.18018018018018017,0.058823529411764705,0.12206572769953052,0.7692307692307693,math,306.46153846153845,481.53846153846155,213,208,0.05,0.7641561513950051
0.09615384615384616,step272_twohead,0.2702702702702703,0.10784313725490197,0.19248826291079812,0.7317073170731707,math,259.9024390243902,480.8292682926829,213,208,0.1,0.547127610801715
0.04807692307692308,o_family6__fast_slow,0.18018018018018017,0.0392156862745098,0.11267605633802817,0.8333333333333334,math,384.0,510.0833333333333,213,208,0.05,1.3962807756576912
0.09615384615384616,o_family6__fast_slow,0.24324324324324326,0.12745098039215685,0.18779342723004694,0.675,math,283.2,498.2,213,208,0.1,1.17330882215908
