audit_error_coverage,audit_false_warning,audit_overall_coverage,audit_warning_precision,calibration_false_warning,candidate,family,mean_first_warning_budget,mean_potential_tokens_remaining,model,n,n_calibration_clean,target_false_warning,threshold
0.2702702702702703,0.02564102564102564,0.14473684210526316,0.9090909090909091,0.04395604395604396,finalist_global_detector_local_locator,gsm8k,93.0909090909091,276.27272727272725,qwen3_8b,76,91,0.05,0.5911088641788272
0.5405405405405406,0.10256410256410256,0.3157894736842105,0.8333333333333334,0.0989010989010989,finalist_global_detector_local_locator,gsm8k,114.0,227.54166666666666,qwen3_8b,76,91,0.1,0.32948458822933313
0.21621621621621623,0.0,0.10526315789473684,1.0,0.04395604395604396,mean_entropy,gsm8k,100.0,262.5,qwen3_8b,76,91,0.05,0.5701628653337139
0.24324324324324326,0.07692307692307693,0.15789473684210525,0.75,0.0989010989010989,mean_entropy,gsm8k,73.33333333333333,238.25,qwen3_8b,76,91,0.1,0.5116271457945913
0.21621621621621623,0.02564102564102564,0.11842105263157894,0.8888888888888888,0.04395604395604396,max_entropy,gsm8k,284.44444444444446,126.22222222222223,qwen3_8b,76,91,0.05,2.281125068664551
0.43243243243243246,0.05128205128205128,0.23684210526315788,0.8888888888888888,0.0989010989010989,max_entropy,gsm8k,178.66666666666666,208.5,qwen3_8b,76,91,0.1,2.129117012023926
0.2702702702702703,0.02564102564102564,0.14473684210526316,0.9090909090909091,0.04395604395604396,deepconf_w32,gsm8k,170.1818181818182,192.0,qwen3_8b,76,91,0.05,0.7035865294201926
0.40540540540540543,0.07692307692307693,0.23684210526315788,0.8333333333333334,0.0989010989010989,deepconf_w32,gsm8k,114.66666666666667,216.88888888888889,qwen3_8b,76,91,0.1,0.6167177417261769
0.3783783783783784,0.0,0.18421052631578946,1.0,0.04395604395604396,deepconf_w64,gsm8k,139.42857142857142,219.5,qwen3_8b,76,91,0.05,0.5719699038550061
0.40540540540540543,0.02564102564102564,0.21052631578947367,0.9375,0.0989010989010989,deepconf_w64,gsm8k,141.0,216.1875,qwen3_8b,76,91,0.1,0.5290994162243999
0.24324324324324326,0.02564102564102564,0.13157894736842105,0.9,0.04395604395604396,iu28_registered,gsm8k,262.4,141.5,qwen3_8b,76,91,0.05,1.2887741257229635
0.32432432432432434,0.05128205128205128,0.18421052631578946,0.8571428571428571,0.0989010989010989,iu28_registered,gsm8k,278.85714285714283,143.21428571428572,qwen3_8b,76,91,0.1,1.1150054414396733
0.3783783783783784,0.02564102564102564,0.19736842105263158,0.9333333333333333,0.04395604395604396,step272_twohead,gsm8k,167.46666666666667,231.26666666666668,qwen3_8b,76,91,0.05,0.9742551794781462
0.5675675675675675,0.07692307692307693,0.3157894736842105,0.875,0.0989010989010989,step272_twohead,gsm8k,136.66666666666666,224.29166666666666,qwen3_8b,76,91,0.1,0.6726213038756518
0.05555555555555555,0.043478260869565216,0.04945054945054945,0.5555555555555556,0.04807692307692308,finalist_global_detector_local_locator,math,250.66666666666666,360.0,qwen3_8b,182,208,0.05,0.36311555827982844
0.16666666666666666,0.11956521739130435,0.14285714285714285,0.5769230769230769,0.09615384615384616,finalist_global_detector_local_locator,math,233.84615384615384,343.15384615384613,qwen3_8b,182,208,0.1,0.20496847483710773
0.05555555555555555,0.021739130434782608,0.038461538461538464,0.7142857142857143,0.04807692307692308,mean_entropy,math,52.57142857142857,457.85714285714283,qwen3_8b,182,208,0.05,0.6151852155585402
0.15555555555555556,0.07608695652173914,0.11538461538461539,0.6666666666666666,0.09615384615384616,mean_entropy,math,59.42857142857143,436.23809523809524,qwen3_8b,182,208,0.1,0.5318137656151689
0.1111111111111111,0.09782608695652174,0.1043956043956044,0.5263157894736842,0.04807692307692308,max_entropy,math,289.6842105263158,394.5263157894737,qwen3_8b,182,208,0.05,2.3784339427948
0.17777777777777778,0.13043478260869565,0.15384615384615385,0.5714285714285714,0.09615384615384616,max_entropy,math,281.14285714285717,352.25,qwen3_8b,182,208,0.1,2.324634075164795
0.1111111111111111,0.05434782608695652,0.08241758241758242,0.6666666666666666,0.04807692307692308,deepconf_w32,math,260.26666666666665,313.3333333333333,qwen3_8b,182,208,0.05,0.9198659060616592
0.16666666666666666,0.11956521739130435,0.14285714285714285,0.5769230769230769,0.09615384615384616,deepconf_w32,math,274.46153846153845,342.38461538461536,qwen3_8b,182,208,0.1,0.8248619399324753
0.12222222222222222,0.05434782608695652,0.08791208791208792,0.6875,0.04807692307692308,deepconf_w64,math,244.0,320.8125,qwen3_8b,182,208,0.05,0.7153206186002308
0.18888888888888888,0.11956521739130435,0.15384615384615385,0.6071428571428571,0.09615384615384616,deepconf_w64,math,238.28571428571428,384.0,qwen3_8b,182,208,0.1,0.6424456932163594
0.08888888888888889,0.08695652173913043,0.08791208791208792,0.5,0.04807692307692308,iu28_registered,math,304.0,439.75,qwen3_8b,182,208,0.05,1.180058432646442
0.15555555555555556,0.11956521739130435,0.13736263736263737,0.56,0.09615384615384616,iu28_registered,math,336.64,382.24,qwen3_8b,182,208,0.1,1.1279360299337229
0.1,0.06521739130434782,0.08241758241758242,0.6,0.04807692307692308,step272_twohead,math,278.4,320.46666666666664,qwen3_8b,182,208,0.05,0.7422941927639363
0.15555555555555556,0.10869565217391304,0.13186813186813187,0.5833333333333334,0.09615384615384616,step272_twohead,math,307.3333333333333,304.3333333333333,qwen3_8b,182,208,0.1,0.5434589530345894
0.08641975308641975,0.08181818181818182,0.08376963350785341,0.4375,0.04891304347826087,finalist_global_detector_local_locator,olympiadbench,205.0,531.1875,qwen3_8b,191,184,0.05,0.5226041292434345
0.16049382716049382,0.11818181818181818,0.13612565445026178,0.5,0.09782608695652174,finalist_global_detector_local_locator,olympiadbench,217.23076923076923,562.0384615384615,qwen3_8b,191,184,0.1,0.409688400780761
0.13580246913580246,0.13636363636363635,0.13612565445026178,0.4230769230769231,0.04891304347826087,mean_entropy,olympiadbench,81.84615384615384,613.7307692307693,qwen3_8b,191,184,0.05,0.6321155244067995
0.1728395061728395,0.17272727272727273,0.17277486910994763,0.42424242424242425,0.09782608695652174,mean_entropy,olympiadbench,58.18181818181818,631.2727272727273,qwen3_8b,191,184,0.1,0.5648936267022554
0.06172839506172839,0.03636363636363636,0.04712041884816754,0.5555555555555556,0.04891304347826087,max_entropy,olympiadbench,455.1111111111111,397.55555555555554,qwen3_8b,191,184,0.05,2.5092833042144775
0.1111111111111111,0.1,0.10471204188481675,0.45,0.09782608695652174,max_entropy,olympiadbench,364.8,494.5,qwen3_8b,191,184,0.1,2.4394893646240234
0.07407407407407407,0.06363636363636363,0.06806282722513089,0.46153846153846156,0.04891304347826087,deepconf_w32,olympiadbench,305.2307692307692,450.46153846153845,qwen3_8b,191,184,0.05,1.1415379920472333
