test_set_code,size,auroc,fit_misfit,n_groups,measurements_code
ars_gsm8k_r1distill8b,3,0.7210932449903038,0.7576998143537892,2,"cusum_max,cusum_max_spilled,sw_var_peak_energy"
ars_gsm8k_r1distill8b,3,0.6190206851971558,0.9115564983192794,2,"pe_mean,hurst_exponent,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.7650492889463478,0.13658208983817838,2,"trace_length,sw_var_peak,cusum_max_spilled,varentropy"
ars_gsm8k_r1distill8b,4,0.6766321913380736,1.2602331742310906,2,"epr,hurst_exponent,logprob_margin,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.6946105365223012,0.3114963541823301,2,"dominant_freq,sw_var_peak,cusum_max,cusum_max_energy"
ars_gsm8k_r1distill8b,4,0.6811772786037492,1.6040580043943682,2,"min_spilled,epr_energy,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.672895119586296,1.9177046121632384,2,"low_band_power,epr_energy,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.5472689075630253,0.7209965276214707,2,"epr,spectral_entropy,low_band_power,logprob_margin"
ars_gsm8k_r1distill8b,4,0.6485536522301227,0.2840643294685117,3,"high_band_power,stft_spectral_entropy,cusum_max,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.5311489980607628,0.47312946439299597,3,"dominant_freq,stft_spectral_entropy,hurst_exponent,sw_var_peak_energy"
ars_gsm8k_r1distill8b,4,0.6681278280542986,0.7000309235350559,3,"low_band_power,spectral_centroid,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.7275169683257918,0.38573279533329874,3,"high_band_power,sw_var_peak,epr_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,4,0.7330114738202974,0.09402246564231152,3,"epr,high_band_power,cusum_max,sw_var_peak_spilled"
ars_gsm8k_r1distill8b,4,0.722002262443439,0.5738212963466187,3,"epr,spectral_entropy,high_band_power,min_energy"
ars_gsm8k_r1distill8b,4,0.33605365223012285,0.36285646143050376,3,"trace_length,spectral_centroid,cusum_max,logprob_margin"
ars_gsm8k_r1distill8b,4,0.6053854234001292,0.3319749486343048,3,"dominant_freq,stft_spectral_entropy,pe_mean,mean_logprob_entropy"
ars_gsm8k_r1distill8b,4,0.7320822559793148,1.1083572660374132,2,"spectral_centroid,epr_energy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.5106456043956044,0.13501602539210955,3,"low_band_power,dominant_freq,cusum_max_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.6180914673561733,0.535872520324979,3,"cusum_shift_idx,sw_var_peak_energy,cusum_max_energy,mean_top1_logprob"
ars_gsm8k_r1distill8b,4,0.7068923723335487,0.14720163107351797,3,"spectral_centroid,sw_var_peak,pe_mean,cusum_max"
ars_gsm8k_r1distill8b,4,0.7442428894634778,0.16801098455007424,3,"sw_var_peak,cusum_max_spilled,min_spilled,mean_logprob_entropy"
ars_gsm8k_r1distill8b,4,0.6916814802844214,5.453062432005998,2,"epr,epr_spilled,mean_top1_logprob,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.7619788299935359,1.2904196730679036,2,"trace_length,logprob_margin,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.7173359728506787,0.630659253485498,2,"low_band_power,sw_var_peak,mean_top1_logprob,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.46137685843568194,0.3264105033069879,3,"spectral_entropy,spectral_centroid,min_spilled,varentropy"
ars_gsm8k_r1distill8b,4,0.7304056237879768,0.23522057694488738,2,"sw_var_peak_spilled,cusum_max_spilled,cusum_max_energy,varentropy"
ars_gsm8k_r1distill8b,4,0.7394755979314802,0.438561544874415,2,"trace_length,sw_var_peak,hurst_exponent,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.6801672592113769,1.772083912452295,2,"hurst_exponent,epr_energy,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,4,0.7021452811893988,0.45299843140596513,3,"spectral_centroid,cusum_max,logprob_margin,mean_logprob_entropy"
ars_gsm8k_r1distill8b,4,0.4706892372333549,0.13260371374561736,3,"stft_spectral_entropy,hurst_exponent,sw_var_peak_spilled,topk_tail_mass"
ars_gsm8k_r1distill8b,4,0.4430753070458953,0.6291198017827713,2,"trace_length,hl_ratio,spectral_centroid,mean_logprob_entropy"
ars_gsm8k_r1distill8b,4,0.747737556561086,0.8388781826990286,2,"cusum_max,epr_spilled,cusum_max_spilled,varentropy"
ars_gsm8k_r1distill8b,6,0.6739253393665159,0.8145542736575542,5,"high_band_power,dominant_freq,cusum_shift_idx,epr_spilled,sw_var_peak_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,6,0.723093083387201,1.6131829353740421,4,"high_band_power,rpdi,sw_var_peak_spilled,logprob_margin,mean_logprob_entropy,topk_tail_mass"
ars_gsm8k_r1distill8b,6,0.38881706528765353,0.32175573504816957,4,"spectral_entropy,stft_max_high_power,hurst_exponent,cusum_max,min_spilled,epr_energy"
ars_gsm8k_r1distill8b,6,0.7344255009696186,5.029454024461859,3,"epr,cusum_max,cusum_shift_idx,epr_energy,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.41235051712992893,0.30040693400271196,5,"hl_ratio,stft_spectral_entropy,cusum_shift_idx,sw_var_peak_spilled,min_spilled,topk_tail_mass"
ars_gsm8k_r1distill8b,6,0.6301712992889463,0.261895347992754,3,"trace_length,stft_spectral_entropy,hurst_exponent,cusum_shift_idx,min_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,6,0.7034987071751778,1.0551353408375383,2,"spectral_entropy,spectral_centroid,stft_spectral_entropy,sw_var_peak,sw_var_peak_spilled,cusum_max_spilled"
ars_gsm8k_r1distill8b,6,0.7153563348416291,2.041235838424516,4,"low_band_power,stft_max_high_power,epr_energy,sw_var_peak_energy,logprob_margin,mean_logprob_entropy"
ars_gsm8k_r1distill8b,6,0.7402028118939884,0.9615889222717127,4,"hl_ratio,cusum_max,sw_var_peak_spilled,cusum_max_spilled,sw_var_peak_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.4051591790562379,0.26119030531576093,5,"epr,spectral_entropy,spectral_centroid,hurst_exponent,min_spilled,sw_var_peak_energy"
ars_gsm8k_r1distill8b,6,0.694873141564318,0.4837346374742442,5,"trace_length,hl_ratio,spectral_centroid,cusum_shift_idx,min_energy,mean_top1_logprob"
ars_gsm8k_r1distill8b,6,0.40313914027149317,0.4892495332733883,4,"trace_length,high_band_power,dominant_freq,min_spilled,cusum_max_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,6,0.5556924692954105,0.7781167505531752,4,"trace_length,hurst_exponent,sw_var_peak_spilled,min_spilled,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.742041047188106,0.28120322665947733,5,"low_band_power,stft_max_high_power,rpdi,cusum_max_spilled,sw_var_peak_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,6,0.5279169360051713,0.4440182910414761,2,"spectral_entropy,stft_max_high_power,min_spilled,sw_var_peak_energy,cusum_max_energy,mean_top1_logprob"
ars_gsm8k_r1distill8b,6,0.6019917582417582,0.23069647200207477,4,"dominant_freq,rpdi,sw_var_peak,cusum_max_spilled,min_spilled,epr_energy"
ars_gsm8k_r1distill8b,6,0.5927601809954751,0.31042602212636755,5,"epr,high_band_power,rpdi,pe_mean,sw_var_peak_energy,cusum_max_energy"
ars_gsm8k_r1distill8b,6,0.7609890109890111,0.6198995553237905,2,"epr,trace_length,spectral_centroid,sw_var_peak_spilled,sw_var_peak_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.7486061732385263,2.5536574038244906,2,"sw_var_peak,cusum_max,epr_spilled,sw_var_peak_energy,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.7545854880413705,0.273753457717569,4,"low_band_power,stft_max_high_power,cusum_max_spilled,min_energy,logprob_margin,topk_tail_mass"
ars_gsm8k_r1distill8b,6,0.4432167097608274,0.4114615358100372,4,"spectral_entropy,dominant_freq,rpdi,hurst_exponent,cusum_max,mean_top1_logprob"
ars_gsm8k_r1distill8b,6,0.7404250161603103,1.4984293136907083,4,"low_band_power,stft_max_high_power,cusum_max,logprob_margin,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,6,0.4399644473173885,0.2107888574185824,5,"trace_length,low_band_power,hurst_exponent,cusum_shift_idx,min_energy,logprob_margin"
ars_gsm8k_r1distill8b,6,0.7277593729799612,0.2664416892653768,2,"dominant_freq,stft_max_high_power,hurst_exponent,cusum_max,min_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.734486102133161,0.3685934920865921,3,"pe_mean,sw_var_peak_spilled,cusum_max_spilled,min_spilled,min_energy,topk_tail_mass"
ars_gsm8k_r1distill8b,6,0.5825993859082094,3.0933325313854247,3,"high_band_power,hl_ratio,spectral_centroid,logprob_margin,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,6,0.43182369101486745,0.5078871216316759,3,"spectral_entropy,high_band_power,hl_ratio,stft_spectral_entropy,min_spilled,cusum_max_energy"
ars_gsm8k_r1distill8b,6,0.7091548157724629,1.23837855071518,4,"stft_max_high_power,stft_spectral_entropy,rpdi,epr_spilled,sw_var_peak_spilled,varentropy"
ars_gsm8k_r1distill8b,6,0.6763897866839044,1.360625654145816,2,"high_band_power,hl_ratio,epr_spilled,sw_var_peak_spilled,cusum_max_energy,mean_top1_logprob"
ars_gsm8k_r1distill8b,6,0.6302319004524887,0.36311703527642314,2,"epr,low_band_power,rpdi,pe_mean,hurst_exponent,epr_energy"
ars_gsm8k_r1distill8b,8,0.7470911441499677,1.925663348770568,3,"trace_length,low_band_power,dominant_freq,sw_var_peak,cusum_shift_idx,epr_spilled,sw_var_peak_spilled,logprob_margin"
ars_gsm8k_r1distill8b,8,0.4171986102133161,2.5605275157640666,3,"low_band_power,high_band_power,hl_ratio,stft_spectral_entropy,hurst_exponent,epr_spilled,sw_var_peak_spilled,cusum_max_energy"
ars_gsm8k_r1distill8b,8,0.6135059793148028,2.2913089434245006,3,"spectral_centroid,hurst_exponent,cusum_shift_idx,min_spilled,cusum_max_energy,mean_logprob_entropy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.716487556561086,1.5149412220239462,7,"spectral_entropy,high_band_power,pe_mean,hurst_exponent,min_energy,mean_top1_logprob,logprob_margin,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.487334356819651,2.1204313817625193,3,"spectral_entropy,spectral_centroid,stft_spectral_entropy,cusum_shift_idx,sw_var_peak_spilled,cusum_max_spilled,logprob_margin,mean_logprob_entropy"
ars_gsm8k_r1distill8b,8,0.7241031027795735,2.625696680687981,6,"epr,low_band_power,high_band_power,rpdi,min_energy,cusum_max_energy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.7195782159017454,3.8121613450966447,4,"sw_var_peak,pe_mean,sw_var_peak_spilled,min_spilled,epr_energy,cusum_max_energy,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.7248303167420814,7.701657547751934,4,"trace_length,hl_ratio,rpdi,epr_energy,mean_top1_logprob,logprob_margin,mean_logprob_entropy,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.5854880413703943,0.937001189969785,4,"hl_ratio,dominant_freq,rpdi,pe_mean,cusum_max,epr_energy,cusum_max_energy,varentropy"
ars_gsm8k_r1distill8b,8,0.753393665158371,2.862947544256311,2,"stft_max_high_power,pe_mean,cusum_max,sw_var_peak_spilled,sw_var_peak_energy,mean_top1_logprob,mean_logprob_entropy,varentropy"
ars_gsm8k_r1distill8b,8,0.7297794117647058,2.345421848347942,6,"spectral_entropy,hl_ratio,spectral_centroid,pe_mean,min_energy,mean_top1_logprob,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.700751454427925,0.41552644703744757,4,"spectral_entropy,high_band_power,spectral_centroid,rpdi,pe_mean,epr_spilled,sw_var_peak_spilled,min_spilled"
ars_gsm8k_r1distill8b,8,0.6878434065934066,1.567735132646591,4,"dominant_freq,stft_max_high_power,pe_mean,hurst_exponent,cusum_max,epr_spilled,cusum_max_spilled,logprob_margin"
ars_gsm8k_r1distill8b,8,0.7064883645765999,6.605370001251596,4,"epr,spectral_entropy,spectral_centroid,cusum_max,epr_spilled,sw_var_peak_energy,mean_top1_logprob,mean_logprob_entropy"
ars_gsm8k_r1distill8b,8,0.70174127343245,1.6557114956747725,2,"hl_ratio,spectral_centroid,rpdi,sw_var_peak,sw_var_peak_spilled,cusum_max_spilled,min_spilled,min_energy"
ars_gsm8k_r1distill8b,8,0.5625202003878474,2.767041032566813,2,"trace_length,high_band_power,stft_max_high_power,hurst_exponent,epr_spilled,cusum_max_energy,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,8,0.7361021331609566,1.6521106754407486,3,"low_band_power,high_band_power,rpdi,cusum_max,cusum_shift_idx,logprob_margin,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.768947963800905,0.8502443704657245,4,"trace_length,high_band_power,sw_var_peak,pe_mean,epr_energy,min_energy,sw_var_peak_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,8,0.7361829347123464,3.5548780708258896,2,"stft_max_high_power,rpdi,cusum_max,epr_spilled,sw_var_peak_spilled,cusum_max_energy,mean_top1_logprob,varentropy"
ars_gsm8k_r1distill8b,8,0.642271331609567,2.1837313914947556,4,"spectral_centroid,stft_max_high_power,stft_spectral_entropy,hurst_exponent,cusum_shift_idx,logprob_margin,mean_logprob_entropy,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.6185964770523594,0.6698437683675719,5,"hl_ratio,stft_spectral_entropy,rpdi,pe_mean,cusum_max,cusum_shift_idx,epr_energy,varentropy"
ars_gsm8k_r1distill8b,8,0.758908371040724,1.0161188396944612,2,"epr,spectral_entropy,dominant_freq,spectral_centroid,rpdi,cusum_max,min_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,8,0.41659259857789266,2.3058175502430434,4,"epr,trace_length,dominant_freq,hurst_exponent,cusum_max,min_spilled,cusum_max_energy,varentropy"
ars_gsm8k_r1distill8b,8,0.7451115061409179,2.066552521413553,4,"high_band_power,stft_max_high_power,pe_mean,cusum_max,sw_var_peak_spilled,logprob_margin,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.7094174208144797,0.9736393062140114,5,"hl_ratio,stft_max_high_power,stft_spectral_entropy,cusum_shift_idx,cusum_max_spilled,min_energy,mean_logprob_entropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,8,0.511211215255333,0.9062005387690772,5,"spectral_entropy,high_band_power,hl_ratio,dominant_freq,hurst_exponent,epr_spilled,min_spilled,epr_energy"
ars_gsm8k_r1distill8b,8,0.7123868778280544,1.2652715660050533,4,"trace_length,hl_ratio,stft_max_high_power,stft_spectral_entropy,rpdi,cusum_max,sw_var_peak_spilled,epr_energy"
ars_gsm8k_r1distill8b,8,0.7264059469941824,9.325426624518435,4,"pe_mean,cusum_max,epr_spilled,sw_var_peak_spilled,mean_top1_logprob,logprob_margin,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,8,0.700387847446671,1.8439266088322435,6,"trace_length,dominant_freq,spectral_centroid,pe_mean,epr_spilled,epr_energy,sw_var_peak_energy,varentropy"
ars_gsm8k_r1distill8b,8,0.6780260180995475,8.897372814720883,4,"spectral_entropy,low_band_power,cusum_max_energy,mean_top1_logprob,logprob_margin,mean_logprob_entropy,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.5296945701357466,6.284695070722202,5,"trace_length,hl_ratio,dominant_freq,spectral_centroid,stft_spectral_entropy,rpdi,sw_var_peak,min_energy,mean_top1_logprob,logprob_margin,mean_logprob_entropy"
ars_gsm8k_r1distill8b,11,0.5464608920491274,5.128665377302109,5,"spectral_entropy,dominant_freq,stft_spectral_entropy,rpdi,hurst_exponent,cusum_max,cusum_shift_idx,epr_spilled,epr_energy,cusum_max_energy,mean_top1_logprob"
ars_gsm8k_r1distill8b,11,0.7545450872656756,10.912110444785501,3,"spectral_entropy,spectral_centroid,stft_spectral_entropy,sw_var_peak,hurst_exponent,cusum_max,sw_var_peak_spilled,epr_energy,mean_logprob_entropy,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7598981900452488,8.30552272585977,5,"spectral_entropy,low_band_power,sw_var_peak,cusum_max,cusum_shift_idx,epr_spilled,sw_var_peak_spilled,epr_energy,min_energy,logprob_margin,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7764019069166129,3.496054240549355,5,"spectral_entropy,stft_spectral_entropy,rpdi,cusum_max,cusum_shift_idx,sw_var_peak_spilled,cusum_max_spilled,epr_energy,min_energy,sw_var_peak_energy,mean_logprob_entropy"
ars_gsm8k_r1distill8b,11,0.36154654169360056,3.808972027937017,2,"spectral_entropy,high_band_power,hl_ratio,dominant_freq,spectral_centroid,stft_max_high_power,rpdi,cusum_max,sw_var_peak_spilled,min_spilled,cusum_max_energy"
ars_gsm8k_r1distill8b,11,0.38788784744667093,7.6690979077000865,6,"low_band_power,hl_ratio,stft_max_high_power,hurst_exponent,cusum_max,cusum_max_spilled,min_spilled,cusum_max_energy,logprob_margin,mean_logprob_entropy,varentropy"
ars_gsm8k_r1distill8b,11,0.6995394311570783,10.960454312418825,5,"hl_ratio,stft_spectral_entropy,rpdi,cusum_max,min_spilled,epr_energy,sw_var_peak_energy,mean_logprob_entropy,varentropy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7393341952165482,6.88862824103927,7,"epr,trace_length,dominant_freq,stft_max_high_power,rpdi,sw_var_peak_spilled,epr_energy,min_energy,cusum_max_energy,varentropy,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.5887403038138332,4.4824286042748565,5,"epr,spectral_entropy,dominant_freq,stft_max_high_power,stft_spectral_entropy,pe_mean,cusum_max_spilled,sw_var_peak_energy,cusum_max_energy,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.7239819004524887,5.4598647715698,7,"epr,hl_ratio,dominant_freq,stft_max_high_power,rpdi,cusum_shift_idx,epr_energy,min_energy,cusum_max_energy,mean_logprob_entropy,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.6811368778280542,11.681758048257358,5,"trace_length,high_band_power,hl_ratio,stft_max_high_power,cusum_max,epr_spilled,epr_energy,cusum_max_energy,mean_top1_logprob,logprob_margin,varentropy"
ars_gsm8k_r1distill8b,11,0.7200428248222366,8.740716770017599,7,"low_band_power,hl_ratio,spectral_centroid,stft_max_high_power,rpdi,sw_var_peak,cusum_shift_idx,mean_top1_logprob,logprob_margin,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.7063873626373627,5.900179460575298,4,"spectral_entropy,high_band_power,hl_ratio,hurst_exponent,cusum_shift_idx,epr_spilled,cusum_max_spilled,min_spilled,epr_energy,mean_top1_logprob,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7198408209437621,12.59621668494288,5,"spectral_entropy,low_band_power,dominant_freq,epr_spilled,sw_var_peak_spilled,cusum_max_spilled,min_spilled,mean_logprob_entropy,varentropy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.6912370717517776,4.5082868022823455,3,"trace_length,spectral_entropy,low_band_power,stft_spectral_entropy,sw_var_peak,hurst_exponent,sw_var_peak_spilled,min_spilled,epr_energy,min_energy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.7281229799612152,3.5064222608398774,5,"low_band_power,dominant_freq,stft_max_high_power,pe_mean,cusum_max,cusum_shift_idx,sw_var_peak_spilled,cusum_max_spilled,min_spilled,cusum_max_energy,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.6925298965740143,7.499971642062208,6,"hl_ratio,dominant_freq,stft_max_high_power,hurst_exponent,epr_spilled,sw_var_peak_spilled,epr_energy,min_energy,cusum_max_energy,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.7354153199741436,11.076129958907568,5,"low_band_power,high_band_power,spectral_centroid,cusum_max,epr_spilled,sw_var_peak_spilled,min_energy,cusum_max_energy,mean_top1_logprob,mean_logprob_entropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.647341628959276,7.856447383964913,4,"low_band_power,high_band_power,hl_ratio,dominant_freq,stft_spectral_entropy,sw_var_peak,cusum_max,sw_var_peak_spilled,cusum_max_spilled,epr_energy,cusum_max_energy"
ars_gsm8k_r1distill8b,11,0.5679339043309631,5.078071027246326,2,"epr,hl_ratio,dominant_freq,spectral_centroid,stft_max_high_power,rpdi,cusum_max,sw_var_peak_energy,cusum_max_energy,mean_logprob_entropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.705902553329024,2.1585330789094295,2,"spectral_entropy,low_band_power,high_band_power,stft_max_high_power,rpdi,sw_var_peak,cusum_shift_idx,epr_spilled,sw_var_peak_spilled,min_spilled,epr_energy"
ars_gsm8k_r1distill8b,11,0.5926389786683904,1.1844842727758929,2,"spectral_entropy,high_band_power,hl_ratio,rpdi,pe_mean,hurst_exponent,cusum_shift_idx,sw_var_peak_spilled,min_spilled,epr_energy,sw_var_peak_energy"
ars_gsm8k_r1distill8b,11,0.683156916612799,20.038462763099158,4,"epr,stft_spectral_entropy,pe_mean,sw_var_peak_spilled,epr_energy,min_energy,cusum_max_energy,mean_top1_logprob,logprob_margin,varentropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.696812378797673,8.083304099488917,5,"low_band_power,hl_ratio,hurst_exponent,cusum_shift_idx,epr_spilled,cusum_max_spilled,min_energy,cusum_max_energy,mean_logprob_entropy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.622737556561086,14.052725173730078,3,"epr,high_band_power,spectral_centroid,stft_spectral_entropy,sw_var_peak,epr_spilled,epr_energy,sw_var_peak_energy,cusum_max_energy,logprob_margin,varentropy"
ars_gsm8k_r1distill8b,11,0.7307894311570782,10.243553012204924,6,"trace_length,stft_max_high_power,stft_spectral_entropy,cusum_max,cusum_shift_idx,epr_spilled,epr_energy,min_energy,mean_top1_logprob,logprob_margin,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7147503232062056,16.765349512441382,5,"epr,hl_ratio,dominant_freq,stft_max_high_power,cusum_shift_idx,epr_spilled,cusum_max_spilled,mean_top1_logprob,mean_logprob_entropy,renyi_entropy_2,topk_tail_mass"
ars_gsm8k_r1distill8b,11,0.7571913380736911,5.0885344581353,3,"spectral_entropy,rpdi,pe_mean,hurst_exponent,cusum_max,sw_var_peak_spilled,cusum_max_spilled,min_spilled,epr_energy,logprob_margin,renyi_entropy_2"
ars_gsm8k_r1distill8b,11,0.645260989010989,3.6298260079516576,6,"epr,low_band_power,stft_max_high_power,stft_spectral_entropy,sw_var_peak,hurst_exponent,cusum_max,min_spilled,min_energy,sw_var_peak_energy,cusum_max_energy"
ars_gsm8k_r1distill8b,14,0.7873707175177764,8.984964171471741,4,"spectral_entropy,low_band_power,stft_max_high_power,stft_spectral_entropy,rpdi,sw_var_peak,cusum_max,epr_spilled,cusum_max_spilled,min_spilled,epr_energy,min_energy,sw_var_peak_energy,logprob_margin"
ars_gsm8k_r1distill8b,14,0.7392533936651584,8.869006420376042,5,"high_band_power,stft_spectral_entropy,rpdi,sw_var_peak,pe_mean,hurst_exponent,cusum_max,sw_var_peak_spilled,cusum_max_spilled,min_spilled,sw_var_peak_energy,cusum_max_energy,mean_logprob_entropy,renyi_entropy_2"
ars_gsm8k_r1distill8b,14,0.7201640271493213,13.540641192476523,7,"hl_ratio,spectral_centroid,stft_spectral_entropy,sw_var_peak,pe_mean,hurst_exponent,cusum_shift_idx,epr_spilled,sw_var_peak_spilled,cusum_max_spilled,sw_var_peak_energy,logprob_margin,varentropy,renyi_entropy_2"
