acc_correct,acc_correct_sd,acc_erroneous,acc_erroneous_sd,alpha,delta,f1,f1_sd,method,n_rows,n_splits_used,sla,sla_sd,sla_tol1,sla_tol1_sd,subset,tau,tau_sd
0.04888290813169577,0.01957514123813437,0.1927053483345461,0.01457583435260602,0.1,,0.0758799251854628,0.024512354003264136,logtoku_oriented_avg,1000,100,0.1927053483345461,0.01457583435260602,0.4474533323682227,0.01881878899545378,omnimath,-312.63543344881566,3.6531891058908763
0.12442738599393065,0.030004869426557775,0.14738070983074122,0.014877796115351033,0.1,,0.13335566076575975,0.021581010383645304,upcr_positional,1000,100,0.14738070983074122,0.014877796115351033,0.406451647151658,0.01805346348233532,omnimath,0.4188106147575033,0.022017384053909902
0.06831067491001203,0.020763720007456302,0.13417602711137708,0.012983795227043005,0.1,,0.08878059746996504,0.018710198306896447,shannon_drop,1000,100,0.13417602711137708,0.012983795227043005,0.40565337750851915,0.016039072049594295,omnimath,0.46832998116187674,0.006661661338309567
0.016559350271404694,0.011633975585179175,0.12767806685800961,0.01322552496035414,0.1,,0.028007285278272547,0.018001931629902438,shannon_avg,1000,100,0.12767806685800961,0.01322552496035414,0.3703064426116439,0.01710750231718013,omnimath,0.1764432683194167,0.011087842387732088
0.0,0.0,0.1270156977906248,0.012167481363127139,0.1,,0.0,0.0,upcr_token,1000,100,0.1270156977906248,0.012167481363127139,0.3972142551675885,0.016521460901027258,omnimath,0.04645866246535071,0.0017090473229320227
0.0,0.0,0.11020181584734758,0.010735285308575463,0.1,,0.0,0.0,ln_s_drop,1000,100,0.11020181584734758,0.010735285308575463,0.3564554693273278,0.015979609537277995,omnimath,1.697933032866363,0.06018467294414816
0.0,0.0,0.10617473465605648,0.010552633920825841,0.1,,0.0,0.0,logtoku_oriented_drop,1000,100,0.10617473465605648,0.010552633920825841,0.3598647120407052,0.015458649941222,omnimath,52.70203325790365,0.6786002023497126
0.0,0.0,0.1005086732537174,0.010185656270201342,0.1,,0.0,0.0,logtoku_drop,1000,100,0.1005086732537174,0.010185656270201342,0.3544421507773653,0.016444534976287735,omnimath,53.29754543876089,0.980877526471615
0.010223106201925722,0.00806476639821729,0.09899540620233976,0.010533378193827122,0.1,,0.01763947319114821,0.012488014348285132,upcr_step,1000,100,0.09899540620233976,0.010533378193827122,0.3487447563091684,0.01610824137704091,omnimath,-0.15755558560013297,0.036825647737135495
0.0,0.0,0.09557003296785391,0.010840835663756765,0.1,,0.0,0.0,logtoku_avg,1000,100,0.09557003296785391,0.010840835663756765,0.3413463856253238,0.016403170575262374,omnimath,179.25331161563736,2.592160107017175
0.0,0.0,0.09544755569806794,0.010508021847540523,0.1,,0.0,0.0,ln_s_avg,1000,100,0.09544755569806794,0.010508021847540523,0.3426656286327123,0.016032291026826493,omnimath,0.3726264781102171,0.030371523797376145
